LfNr	Datum	Zeit	WoTag	Kl	NrBu	Gemeinde	Strasse	Gt	Sv	Lv	Bet	Art	Char1	Char2	Beso1	Beso2	Beso3	LZ	Kat	Typ	UTyp	1Urs01	1Urs02	2Urs01	2Urs02	AUrs01	AV1	AV2	Jahr	Mt	Tag	Licht	Str_Zus	Bet_01	Bet_02	Unf_Typ	Fahrtrichtung	Koord.x	Koord.y
13	04.01.2019	05:34	Fr	5		Bremen	Papenstraße	0	0	0	2	1							5	7		36					21	71	2019	01	04	du	tr	PKW	RF	SO		8,805131	53,078760
14	04.01.2019	08:20	Fr	5		Bremen	Bismarckstraße	0	0	1	2	5	3						3	3		49				73	21	71	2019	01	04	he	na	PKW	RF	EK		8,847148	53,074788
15	04.01.2019	19:28	Fr	5		Bremen	Bürgermeister-Smidt-Straße	0	0	0	2	5	3						5	3		9	49			73	71	21	2019	01	04	du	na	RF	PKW	EK		8,801904	53,079256
16	05.01.2019	22:45	Sa	5		Bremen	Am Dobben	0	0	0	2	5	1					8	5	2		37					71	21	2019	01	05	du	na	RF	PKW	AB		8,819173	53,080215
17	06.01.2019	16:40	So	5		Bremen	Föhrenstraße	0	0	1	2	1			7				3	5		45					21	71	2019	01	06	dä	na	PKW	RF	RV		8,878626	53,064669
18	06.01.2019	21:20	So	5		Bremen	Hermann-Koenen-Straße	0	0	0	2	2							5	6		31					71	21	2019	01	06	du	na	RF	PKW	LV		8,914375	53,059812
19	07.01.2019	07:45	Mo	5		Bremen	Dietrich-Bonhoeffer-Straße	0	0	1	2	5	2		0	9			3	3		27					21	71	2019	01	07	du	na	PKW	RF	EK		8,904494	53,078487
20	07.01.2019	08:40	Mo	5		Bremen	Moorstraße	0	0	0	3	1							5	5		24					21	21	2019	01	07	he	na	PKW	PKW	RV		8,764109	53,113499
21	07.01.2019	09:45	Mo	5		Bremen	Flughafendamm	0	0	1	2	5	2						3	3		28					21	71	2019	01	07	he	sch	PKW	RF	EK		8,786304	53,057624
22	07.01.2019	19:00	Mo	5		Bremen	Hammersbecker Straße	0	0	1	2	5	1		9			8	3	2		35				73	21	71	2019	01	07	du	na	PKW	RF	AB		8,626241	53,183921
23	08.01.2019	07:37	Di	5		Bremen	Buntentorsteinweg	0	0	1	2	0							3	7		49					71	1	2019	01	08	du	na	RF	KRD	SO		8,804473	53,066234
24	08.01.2019	07:50	Di	5		Bremen	An der Grenzpappel	0	0	1	2	5	2	6					3	3		28				73	21	71	2019	01	08	du	na	PKW	RF	EK		8,884141	53,056214
25	08.01.2019	07:55	Di	5		Bremen	Tidemanstraße	0	0	1	2	5							3	7		49					21	71	2019	01	08	du	na	PKW	RF	SO		8,633649	53,165986
26	08.01.2019	11:30	Di	5		Bremen	Hans-Böckler-Straße	0	0	0	2	5	1						5	3		31					71	21	2019	01	08	he	na	RF	PKW	EK		8,790274	53,086092
27	08.01.2019	16:50	Di	5		Bremen	Doventorsteinweg	0	0	1	2	5	3						3	3		28		10			21	71	2019	01	08	du	na	PKW	RF	EK		8,798747	53,085225
28	08.01.2019	19:50	Di	5		Bremen	Hollerallee	0	1	0	2	5	7		8				2	3		28					21	71	2019	01	08	du	na	PKW	RF	EK		8,825102	53,084192
29	09.01.2019	13:55	Mi	5		Bremen	Neuenlander Straße	0	0	1	2	5	1						3	3		34					21	71	2019	01	09	he	sch	PKW	RF	EK		8,798214	53,055972
30	09.01.2019	17:00	Mi	5		Bremen	Herdentorsteinweg	0	1	0	2	5	1						2	3		28		10			21	71	2019	01	09	du	tr	PKW	RF	EK		8,811217	53,080131
31	09.01.2019	17:45	Mi	5		Bremen	Habenhauser Brückenstraße	0	0	1	2	5	2		9				3	6		28					21	71	2019	01	09	dä	tr	PKW	RF	LV		8,846901	53,048295
32	09.01.2019	20:00	Mi	5		Bremen	Borgfelder Straße	0	0	0	2	1							5	7		49				89	71	21	2019	01	09	du	tr	RF	PKW	SO		8,807773	53,094085
33	10.01.2019	15:15	Do	5		Bremen	Kirchbachstraße	0	0	1	2	6	2					8	3	4		42					71	81	2019	01	10	he	tr	RF	FG	ÜS		8,855093	53,078552
34	10.01.2019	16:00	Do	5		Bremen	Bahnhofsplatz	0	0	0	2	0							5	7		49				73	33	71	2019	01	10	he	na	BUS	RF	SO		8,813808	53,081963
35	10.01.2019	16:40	Do	5		Bremen	Leher Heerstraße	0	0	0	3	2	3						5	6		14					21	21	2019	01	10	du	na	PKW	PKW	LV		8,884833	53,100102
36	10.01.2019	17:00	Do	5		Bremen	Waller Ring	0	0	0	2	1							5	5		49	14				71	21	2019	01	10	du	na	RF	PKW	RV		8,784467	53,101968
37	10.01.2019	17:35	Do	5		Bremen	Merkurstraße	0	0	1	2	5	1					8	3	3		31					42	71	2019	01	10	du	sch	LKW	RF	EK		8,737263	53,079667
38	11.01.2019	05:55	Fr	5		Bremen	Ludwig-Erhard-Straße	0	0	1	2	5	3						3	3		37					51	71	2019	01	11	du	tr	LKW	RF	EK		8,713676	53,086844
39	11.01.2019	12:05	Fr	5		Bremen	Stresemannstraße	0	0	0	2	0							5	7		45				73	21	71	2019	01	11	he	na	PKW	RF	SO		8,861275	53,070780
40	11.01.2019	12:53	Fr	5		Bremen	Waller Heerstraße	0	0	1	1	0			9				3	7		49					71		2019	01	11	he	na	RF	-	SO		8,777357	53,106730
41	11.01.2019	13:15	Fr	5		Bremen	Schwachhauser Heerstraße	0	0	0	2	5	3						5	3		37		10			21	71	2019	01	11	he	tr	PKW	RF	EK		8,843481	53,083627
42	11.01.2019	13:20	Fr	5		Bremen	Upper Borg	0	0	0	2	1	2						5	7		36					58	71	2019	01	11	he	tr	LKW	RF	SO		8,910459	53,117623
43	11.01.2019	17:25	Fr	5		Bremen	Utbremer Straße	0	0	1	2	3							3	2		34					21	71	2019	01	11	du	na	PKW	RF	AB		8,791047	53,095663
44	12.01.2019	10:00	Sa	5		Bremen	Tiefer	0	0	1	2	5	2						3	3		37					21	71	2019	01	12	he	na	PKW	RF	EK		8,808116	53,073196
45	13.01.2019	20:10	So	5		Bremen	Hamburger Straße	0	0	1	2	0							3	7		69				88	83	71	2019	01	13	du	na	FG	RF	SO		8,854087	53,067070
46	14.01.2019	07:15	Mo	5		Bremen	Zum Falsch	0	0	1	1	0							3	7		1	49				71		2019	01	14	du	na	RF	-	SO		8,950491	53,039705
47	14.01.2019	10:15	Mo	5		Bremen	Bachstraße	0	0	2	4	6							3	4		42					71	81	2019	01	14	he	na	RF	FG	ÜS		8,796143	53,068722
48	14.01.2019	11:30	Mo	5		Bremen	Rockwinkeler Heerstraße	0	0	1	2	5							3	3		37					21	71	2019	01	14	he	na	PKW	RF	EK		8,908581	53,096987
49	14.01.2019	15:33	Mo	5		Bremen	Löhstraße	0	0	1	1	0							3	7		49				73	71		2019	01	14	he	na	RF	-	SO		8,598840	53,180694
50	14.01.2019	16:30	Mo	5		Bremen	Friedrich-Ebert-Straße	0	0	0	2	5	1					8	5	2		34					40	71	2019	01	14	dä	na	LKW	RF	AB		8,801196	53,071565
51	14.01.2019	17:10	Mo	5		Bremen	Kattenturmer Heerstraße	0	0	0	2	5							5	2		34		49			21	71	2019	01	14	du	na	PKW	RF	AB		8,819382	53,047992
52	14.01.2019	17:30	Mo	5		Bremen	Sankt-Gotthard-Straße	0	0	1	2	6							3	4		10					71	81	2019	01	14	du	na	RF	FG	ÜS		8,949404	53,063834
53	14.01.2019	17:42	Mo	5		Bremen	Sebaldsbrücker Heerstraße	0	0	1	2	5	2	4	9				3	3		37		10			21	71	2019	01	14	du	na	PKW	RF	EK		8,901441	53,059457
54	15.01.2019	07:35	Di	5		Bremen	Hammersbecker Straße	0	0	1	1	0			2				3	7		49				73	71		2019	01	15	du	na	RF	-	SO		8,621365	53,184008
55	15.01.2019	08:15	Di	5		Bremen	Breitenweg	0	0	0	2	5	1		8			8	5	3		31					71	21	2019	01	15	dä	tr	RF	PKW	EK		8,808588	53,082918
56	15.01.2019	15:25	Di	5		Bremen	Borgfelder Heerstraße	0	0	1	2	3							3	3		34				73	21	71	2019	01	15	he	na	PKW	RF	EK		8,902627	53,126779
57	15.01.2019	17:30	Di	1	270	Bremen	Bundesautobahn A 270	0	0	1	2	5							3	3		35				73	21	71	2019	01	15	du	na	PKW	RF	EK	absteigend	8,622426	53,181689
58	15.01.2019	18:05	Di	5		Bremen	Schwachhauser Heerstraße	0	0	0	2	5	2						5	3		37				73	21	71	2019	01	15	du	na	PKW	RF	EK		8,833785	53,081871
59	16.01.2019	12:45	Mi	5		Bremen	Bremer Heerstraße	0	0	0	2	5							5	3		37					21	71	2019	01	16	he	tr	PKW	RF	EK		8,703526	53,160196
60	16.01.2019	15:55	Mi	2	6	Bremen	Neuenlander Straße	0	0	1	2	5	1		4			8	3	2		34				89	92	71	2019	01	16	he	tr	SOF	RF	AB		8,787968	53,062723
61	16.01.2019	16:38	Mi	5		Bremen	Im Hollergrund	0	0	1	2	5	2						3	2		28				73	21	71	2019	01	16	du	na	PKW	RF	AB		8,885568	53,110008
62	17.01.2019	11:00	Do	5		Bremen	Ellmersstraße	0	0	1	2	1							3	5		49					71	21	2019	01	17	he	na	RF	PKW	RV		8,791838	53,089172
63	17.01.2019	13:00	Do	5		Bremen	Bürgermeister-Smidt-Straße	0	0	1	2	5	1						3	3		28					71	71	2019	01	17	he	na	RF	RF	EK		8,801891	53,079285
64	17.01.2019	15:22	Do	5		Bremen	Vor dem Steintor	0	0	1	1	0	1		2			8	3	1		49				73	71		2019	01	17	he	na	RF	-	F		8,823239	53,072997
65	17.01.2019	17:30	Do	5		Bremen	Vor dem Steintor	0	1	0	1	0							2	1		49					71		2019	01	17	du	na	RF	-	F		8,829169	53,072074
66	18.01.2019	05:15	Fr	5		Bremen	Gröpelinger Heerstraße	0	0	0	2	5			5			8	4	3		31				72	71	21	2019	01	18	du	wgl	RF	PKW	EK		8,764831	53,113067
67	18.01.2019	11:20	Fr	5		Bremen	Rüdesheimer Straße	0	0	1	1	0							3	1		49				72	72		2019	01	18	he	wgl	RF	-	F		8,790427	53,066653
68	18.01.2019	14:00	Fr	5		Bremen	Ellener Dorfstraße	0	0	1	2	0	6						3	7		49					59	71	2019	01	18	he	na	SOF	RF	SO		8,936868	53,067626
69	18.01.2019	15:10	Fr	5		Bremen	In der Vahr	0	0	1	2	5	3						3	3		28		28			21	72	2019	01	18	he	tr	PKW	RF	EK		8,876210	53,081341
70	18.01.2019	18:32	Fr	5		Bremen	Schwachhauser Heerstraße	0	0	0	2	5	2		9				5	2		34					21	71	2019	01	18	du	tr	PKW	RF	AB		8,842846	53,083604
71	19.01.2019	02:00	Sa	5		Bremen	Am Dobben	0	0	1	1	0							3	1		49					71		2019	01	19	du	na	RF	-	F		8,823056	53,073479
72	21.01.2019	08:00	Mo	5		Bremen	Mainstraße	0	0	0	2	5	2						5	2		27					21	71	2019	01	21	dä	tr	PKW	RF	AB		8,794920	53,067981
73	21.01.2019	09:00	Mo	5		Bremen	Schubertstraße	0	1	0	2	1							2	7		45					21	71	2019	01	21	he	na	PKW	RF	SO		8,835271	53,084515
74	21.01.2019	12:57	Mo	5		Bremen	Langenstraße	0	0	1	2	3							3	6		14					51	71	2019	01	21	he	tr	LKW	RF	LV		8,804148	53,076762
75	22.01.2019	12:10	Di	5		Bremen	Mahndorfer Heerstraße	0	0	1	1	0							3	7		49					71		2019	01	22	he	tr	RF	-	SO		8,949501	53,035558
76	22.01.2019	13:40	Di	5		Bremen	Autobahnzubringer Überseestadt	0	0	1	2	5							3	2		34		10			21	71	2019	01	22	he	tr	PKW	RF	AB		8,793209	53,093202
77	23.01.2019	07:50	Mi	5		Bremen	Bürgermeister-Reuter-Straße	0	1	0	2	5	2						2	3		28					21	71	2019	01	23	dä	tr	PKW	RF	EK		8,894588	53,079448
78	23.01.2019	09:45	Mi	5		Bremen	Falkenstraße	0	0	1	2	5	1					8	3	3		28		49			71	71	2019	01	23	he	tr	RF	RF	EK		8,807290	53,082367
79	23.01.2019	09:50	Mi	5		Bremen	Am Stern	0	0	1	2	5	7						3	3		28					21	71	2019	01	23	he	wgl	PKW	RF	EK		8,825159	53,084232
80	23.01.2019	15:45	Mi	5		Bremen	Frieslandstraße	0	0	1	2	5	2						3	2		34					21	71	2019	01	23	he	tr	PKW	RF	AB		8,763160	53,059933
81	23.01.2019	21:10	Mi	5		Bremen	Carl-Schurz-Straße	0	0	1	2	5	1		8			8	3	2		35					21	71	2019	01	23	du	tr	PKW	RF	AB		8,841612	53,083121
82	24.01.2019	07:30	Do	5		Bremen	Borgfelder Deich	0	0	1	1	0							3	7		49					71		2019	01	24	du	na	RF	-	SO		8,891045	53,132296
83	24.01.2019	12:15	Do	5		Bremen	Humboldtstraße	0	0	1	2	0							3	7		49				71	92	71	2019	01	24	he	sch	SOF	RF	SO		8,826101	53,074959
84	25.01.2019	07:30	Fr	5		Bremen	Ostertorstraße	0	0	1	2	5							3	3		37					71	61	2019	01	25	du	sch	RF	SOF	EK		8,810976	53,073911
85	25.01.2019	10:00	Fr	5		Bremen	Uppe Angst	0	0	0	2	0							5	6		49					71	21	2019	01	25	he	tr	RF	PKW	LV		8,898890	53,098184
86	25.01.2019	18:35	Fr	5		Bremen	Kurfürstenallee	0	0	1	2	5	3						3	3		37					21	71	2019	01	25	du	wgl	PKW	RF	EK		8,843916	53,081086
87	25.01.2019	20:20	Fr	5		Bremen	Emmastraße	0	0	1	2	1							3	7		49					71	21	2019	01	25	du	wgl	RF	PKW	SO		8,850514	53,087321
88	26.01.2019	12:40	Sa	5		Bremen	Hempenweg	0	0	1	2	5	2		3			9	3	3		28					21	71	2019	01	26	he	na	PKW	RF	EK		8,765888	53,074014
89	26.01.2019	16:53	Sa	5		Bremen	Erlenstraße	0	0	0	2	1							5	5		49				73	71	21	2019	01	26	dä	na	RF	PKW	RV		8,791025	53,065247
90	26.01.2019	22:00	Sa	5		Bremen	Osterstraße	0	0	1	2	5	2		9				3	3		28					21	72	2019	01	26	du	na	PKW	RF	EK		8,800907	53,068471
91	27.01.2019	09:00	So	5		Bremen	Güstrower Straße	0	0	0	2	1							5	7		49					71	21	2019	01	27	he	na	RF	PKW	SO		8,755290	53,122908
92	27.01.2019	10:55	So	5		Bremen	Landrat-Christians-Straße	0	1	0	1	0	4		9				2	1		49					71		2019	01	27	he	na	RF	-	F		8,582738	53,182285
93	28.01.2019	16:15	Mo	5		Bremen	Huchtinger Heerstraße	0	0	1	2	5	1						3	3		28		49			21	71	2019	01	28	he	na	PKW	RF	EK		8,716653	53,056446
94	29.01.2019	06:25	Di	5		Bremen	Am Stern	0	0	1	2	5							3	3		28				72	21	71	2019	01	29	du	wgl	PKW	RF	EK		8,824419	53,084265
95	29.01.2019	07:36	Di	5		Bremen	Richard-Boljahn-Allee	0	0	1	2	5	1		9				3	3		28				73	21	71	2019	01	29	he	na	PKW	RF	EK		8,880364	53,082412
96	29.01.2019	15:00	Di	5		Bremen	Duckwitzstraße	0	0	2	3	3			9				3	6		22					71	71	2019	01	29	he	na	RF	RF	LV		8,779513	53,065225
97	30.01.2019	05:50	Mi	5		Bremen	Landrat-Christians-Straße	0	1	0	2	5	1	5				9	2	3		28					40	71	2019	01	30	du	tr	LKW	RF	EK		8,584623	53,181550
98	30.01.2019	07:30	Mi	5		Bremen	Scharnhorststraße	0	0	1	1	0	1						3	7		49				72	71		2019	01	30	he	wgl	RF	-	SO		8,857662	53,085863
99	30.01.2019	13:50	Mi	5		Bremen	Parkallee	0	0	0	2	5	7		8				5	3		28					34	71	2019	01	30	he	tr	BUS	RF	EK		8,825040	53,084647
100	31.01.2019	09:20	Do	5		Bremen	Pappelstraße	0	0	0	2	1	3						5	5		36				73	21	71	2019	01	31	he	na	PKW	RF	RV		8,788805	53,069041
101	31.01.2019	14:00	Do	5		Bremen	Martinistraße	0	0	0	2	1							5	7		49					21	71	2019	01	31	he	tr	PKW	RF	SO		8,801180	53,078209
102	31.01.2019	15:30	Do	5		Bremen	Achterstraße	0	0	1	2	3			3				3	6		22					71	71	2019	01	31	he	tr	RF	RF	LV		8,861833	53,099202
103	31.01.2019	15:30	Do	5		Bremen	Heiligenroder Straße	0	0	0	2	5							5	3		28		49			21	72	2019	01	31	he	tr	PKW	RF	EK		8,735694	53,044297
104	31.01.2019	17:45	Do	5		Bremen	Buntentorsteinweg	0	0	0	2	1							5	5		49					71	21	2019	01	31	dä	na	RF	PKW	RV		8,801352	53,068142
105	01.02.2019	12:45	Fr	5		Bremen	Am Stern	0	0	0	2	5	7		8				5	2		28					71	21	2019	02	01	he	tr	RF	PKW	AB		8,825175	53,084333
106	02.02.2019	11:00	Sa	5		Bremen	Kreinsloger	0	0	1	2	5	1						3	2		28					21	71	2019	02	02	he	na	PKW	RF	AB		8,562330	53,192397
107	03.02.2019	15:55	So	5		Bremen	Habenhauser Landstraße	0	0	1	1	9							3	7		49					71		2019	02	03	he	tr	RF	-	SO		8,835260	53,050810
108	04.02.2019	07:23	Mo	5		Bremen	Flughafendamm	0	0	1	2	5	1						3	2		34		10			21	71	2019	02	04	du	tr	PKW	RF	AB		8,787984	53,062694
109	04.02.2019	16:20	Mo	5		Bremen	Herdentorsteinweg	0	0	1	2	5	1		8				3	2		35					21	71	2019	02	04	he	tr	PKW	RF	AB		8,809157	53,078926
110	04.02.2019	17:50	Mo	5		Bremen	Schwachhauser Heerstraße	0	0	0	2	4			0	9			5	6		11					71	71	2019	02	04	du	tr	RF	RF	LV		8,842170	53,083189
111	05.02.2019	07:45	Di	5		Bremen	Alte Heerstraße	0	0	1	2	5	1						3	3		28					21	71	2019	02	05	du	na	PKW	RF	EK		8,736416	53,059109
112	05.02.2019	09:30	Di	5		Bremen	Doventorscontrescarpe	0	0	1	2	5							3	3		49					92	71	2019	02	05	he	tr	SOF	RF	EK		8,797409	53,086214
113	05.02.2019	16:10	Di	5		Bremen	Schwachhauser Ring	0	1	0	2	5	1					8	2	3		31					21	71	2019	02	05	he	tr	PKW	RF	EK		8,847153	53,087020
114	06.02.2019	11:35	Mi	5		Bremen	Am Dobben	0	1	0	1	0							2	7		49				73	71		2019	02	06	he	na	RF	-	SO		8,823869	53,077619
115	06.02.2019	13:30	Mi	5		Bremen	Buchenstraße	0	0	2	3	3							3	6		14					40	71	2019	02	06	he	tr	LKW	RF	LV		8,853746	53,085264
116	06.02.2019	14:35	Mi	5		Bremen	Vor dem Steintor	0	0	1	1	0							3	1		49				73	71		2019	02	06	he	na	RF	-	F		8,830532	53,071568
117	06.02.2019	18:40	Mi	5		Bremen	Sögestraße	0	0	1	2	0	2		4			8	3	6		49	36				21	71	2019	02	06	du	na	PKW	RF	LV		8,808787	53,078462
118	07.02.2019	06:49	Do	5		Bremen	Beim Industriehafen	0	1	0	1	0						8	2	1		49					71		2019	02	07	du	na	RF	-	F		8,716632	53,134548
119	07.02.2019	08:55	Do	5		Bremen	Contrescarpe	0	0	0	2	1	1						5	7		49					71	21	2019	02	07	he	na	RF	PKW	SO		8,813336	53,077695
120	07.02.2019	13:45	Do	5		Bremen	Fedelhören	0	0	0	2	5	2						5	3		28					21	71	2019	02	07	he	tr	PKW	RF	EK		8,818094	53,077735
121	07.02.2019	17:26	Do	5		Bremen	Friedrich-Ebert-Straße	0	0	2	2	4							3	6		22					71	71	2019	02	07	dä	tr	RF	RF	LV		8,801448	53,071284
122	07.02.2019	17:40	Do	5		Bremen	Münchener Straße	0	1	1	2	0			9				2	7		49					71	71	2019	02	07	du	tr	RF	RF	SO		8,802226	53,094571
123	08.02.2019	06:20	Fr	5		Bremen	Sebaldsbrücker Heerstraße	0	0	1	2	5	3						3	2		34					21	71	2019	02	08	dä	tr	PKW	RF	AB		8,898142	53,059312
124	08.02.2019	07:43	Fr	5		Bremen	Schönauenstraße	0	0	1	2	3							3	6		49					21	71	2019	02	08	du	na	PKW	RF	LV		8,888878	53,097799
125	08.02.2019	08:00	Fr	5		Bremen	Eduard-Schopf-Allee	0	0	1	2	5							3	3		31		49			71	21	2019	02	08	he	tr	RF	PKW	EK		8,791899	53,082640
126	08.02.2019	12:15	Fr	5		Bremen	Sebaldsbrücker Heerstraße	0	0	1	2	5	1						3	2		34					21	71	2019	02	08	he	tr	PKW	RF	AB		8,909311	53,059538
127	09.02.2019	02:45	Sa	5		Bremen	Schwachhauser Heerstraße	0	0	1	2	5	1					8	3	3		1	31				71	21	2019	02	09	du	na	RF	PKW	EK		8,831366	53,081239
128	09.02.2019	09:30	Sa	5		Bremen	Kirchhuchtinger Landstraße	0	0	1	2	5	3						3	3		37		10			21	71	2019	02	09	he	tr	PKW	RF	EK		8,728152	53,038405
129	09.02.2019	16:35	Sa	5		Bremen	Am Stern	0	0	1	2	5	1		8			8	3	2		34					21	71	2019	02	09	dä	na	PKW	RF	AB		8,825173	53,084323
130	09.02.2019	21:10	Sa	5		Bremen	Pappelstraße	0	0	2	2	6							3	3		69				73	81	71	2019	02	09	du	na	FG	RF	EK		8,790384	53,068216
131	10.02.2019	17:30	So	5		Bremen	Parkstraße	0	0	1	2	6							3	4		69					81	71	2019	02	10	du	na	FG	RF	ÜS		8,824813	53,082876
132	10.02.2019	18:08	So	5		Bremen	Vor dem Steintor	0	0	0	2	5	1						5	3		49					21	71	2019	02	10	du	na	PKW	RF	EK		8,823217	53,072960
133	11.02.2019	06:34	Mo	5		Bremen	Nordstraße	0	0	1	2	5	2		4				3	3		37		10			21	71	2019	02	11	du	tr	PKW	RF	EK		8,780372	53,092867
134	11.02.2019	07:30	Mo	5		Bremen	Graf-Sponeck-Straße	0	0	1	2	5	3						3	3		49					92	71	2019	02	11	dä	tr	SOF	RF	EK		8,899569	53,077743
135	11.02.2019	18:00	Mo	5		Bremen	Am Hohentorsplatz	0	0	0	2	5							5	2		35					21	71	2019	02	11	du	na	PKW	RF	AB		8,789014	53,073160
136	11.02.2019	23:00	Mo	5		Bremen	Oberneulander Heerstraße	0	1	0	1	0							2	7		49	1				72		2019	02	11	du	tr	RF	-	SO		8,900374	53,099564
137	12.02.2019	06:45	Di	5		Bremen	Schwachhauser Heerstraße	0	0	1	2	5						8	3	3		31					71	21	2019	02	12	du	tr	RF	PKW	EK		8,869695	53,091263
138	13.02.2019	11:15	Mi	5		Bremen	Leher Heerstraße	0	0	0	3	1							5	7		49					21	71	2019	02	13	he	tr	PKW	RF	SO		8,870789	53,098168
139	14.02.2019	18:00	Do	5		Bremen	Kirchhuchtinger Landstraße	0	0	1	2	5							3	2		35					21	71	2019	02	14	du	tr	PKW	RF	AB		8,736426	53,045089
140	14.02.2019	18:10	Do	5		Bremen	Osterholzer Heerstraße	0	0	1	2	5	3						3	3		37					21	72	2019	02	14	dä	tr	PKW	RF	EK		8,962413	53,057359
141	15.02.2019	07:43	Fr	5		Bremen	Schönebecker Straße	0	0	1	2	5	2		8			8	3	2		34					58	71	2019	02	15	he	tr	LKW	RF	AB		8,649802	53,173755
142	15.02.2019	13:30	Fr	5		Bremen	Grenzstraße	0	0	0	2	5							5	3		49					71	21	2019	02	15	he	tr	RF	PKW	EK		8,790473	53,096014
143	15.02.2019	17:30	Fr	5		Bremen	Parsevalstraße	0	0	0	2	1	2						5	5		49					71	21	2019	02	15	dä	tr	RF	PKW	RV		8,887510	53,066833
144	16.02.2019	12:05	Sa	5		Bremen	Schwaneweder Straße	0	1	0	2	5	2	6				8	2	2		34		11			21	71	2019	02	16	he	tr	PKW	RF	AB		8,571749	53,196096
145	16.02.2019	13:08	Sa	5		Bremen	Am Lehester Deich	0	0	1	1	0	3					8	3	1		49					72		2019	02	16	he	tr	RF	-	F		8,898367	53,117221
146	17.02.2019	15:28	So	5		Bremen	Wehrpromenade	0	0	1	1	0	6						3	7		49					71		2019	02	17	he	tr	RF	-	SO		8,864950	53,061303
147	18.02.2019	08:45	Mo	5		Bremen	Breitenweg	0	0	0	2	5	2		6				5	3		49	31	37			21	71	2019	02	18	he	tr	PKW	RF	EK		8,813481	53,080337
148	18.02.2019	16:50	Mo	5		Bremen	Züricher Straße	0	0	1	2	5	3						3	3		37		49			21	71	2019	02	18	he	tr	PKW	RF	EK		8,942104	53,065605
149	18.02.2019	18:10	Mo	5		Bremen	Schönauenstraße	0	0	1	2	5	2		9				3	3		28		49			21	71	2019	02	18	dä	tr	PKW	RF	EK		8,889725	53,098726
150	19.02.2019	06:45	Di	5		Bremen	Fröbelstraße	0	0	1	1	0	5						3	7		49				73	71		2019	02	19	du	na	RF	-	SO		8,609225	53,173717
151	19.02.2019	09:40	Di	5		Bremen	Gröpelinger Heerstraße	0	0	1	2	5	2						3	3		37					21	71	2019	02	19	he	tr	PKW	RF	EK		8,764466	53,113276
152	19.02.2019	12:47	Di	5		Bremen	Schubertstraße	0	0	1	2	1							3	5		14					21	71	2019	02	19	he	tr	PKW	RF	RV		8,835952	53,083952
153	20.02.2019	10:09	Mi	5		Bremen	Goslarer Straße	0	0	0	2	0							5	7		49					21	71	2019	02	20	he	tr	PKW	RF	SO		8,860784	53,067521
154	20.02.2019	13:45	Mi	5		Bremen	Upper Borg	0	0	1	1	0						8	3	7		49					71		2019	02	20	he	tr	RF	-	SO		8,905781	53,114523
155	20.02.2019	13:50	Mi	5		Bremen	In den Barken	0	0	1	2	5			7				3	3		37					21	71	2019	02	20	he	tr	PKW	RF	EK		8,769053	53,112803
