LfNr	Datum	Zeit	WoTag	Kl	NrBu	Gemeinde	Strasse	Gt	Sv	Lv	Bet	Art	Char1	Char2	Beso1	Beso2	Beso3	LZ	Kat	Typ	UTyp	1Urs01	1Urs02	2Urs01	2Urs02	AUrs01	AV1	AV2	Jahr	Mt	Tag	Licht	Str_Zus	Bet_01	Bet_02	Unf_Typ	Fahrtrichtung	Koord.x	Koord.y
350	21.04.2019	16:38	So	5		Bremen	Sankt-Gotthard-Straße	0	0	1	2	1	2						3	7		49					71	21	2019	04	21	he	tr	RF	PKW	SO		8,954935	53,066450
351	21.04.2019	17:30	So	5		Bremen	Friedrich-Ebert-Straße	0	0	1	2	2							3	7		49					71	71	2019	04	21	he	tr	RF	RF	SO		8,791095	53,064843
352	22.04.2019	17:23	Mo	5		Bremen	Gröpelinger Heerstraße	0	0	0	2	1							5	5		49					71	21	2019	04	22	he	tr	RF	PKW	RV		8,769294	53,110618
353	22.04.2019	17:30	Mo	5		Bremen	An der Grenzpappel	0	0	1	2	5	2		8				3	3		28					40	72	2019	04	22	he	tr	LKW	RF	EK		8,881539	53,059419
354	22.04.2019	21:10	Mo	5		Bremen	Friedrich-Ebert-Straße	0	1	0	3	6							2	4		64					81	71	2019	04	22	he	tr	FG	RF	ÜS		8,792683	53,065715
355	23.04.2019	09:40	Di	5		Bremen	Am Stern	0	0	1	2	3	2		8			8	3	2		34					21	71	2019	04	23	he	tr	PKW	RF	AB		8,824401	53,084449
356	23.04.2019	13:36	Di	5		Bremen	Gröpelinger Heerstraße	0	0	1	2	3	3		9			8	3	3		34					21	71	2019	04	23	he	tr	PKW	RF	EK		8,753987	53,120434
357	23.04.2019	15:30	Di	5		Bremen	Hillmannplatz	0	0	0	2	1							5	7		49					21	71	2019	04	23	he	tr	PKW	RF	SO		8,810074	53,080693
358	23.04.2019	18:49	Di	5		Bremen	Ostertorsteinweg	0	0	0	2	1							5	7		49					21	71	2019	04	23	he	tr	PKW	RF	SO		8,820704	53,072736
359	23.04.2019	19:45	Di	5		Bremen	Am Schwarzen Meer	0	1	0	3	5							2	3		28					21	71	2019	04	23	dä	tr	PKW	RF	EK		8,837157	53,071774
360	24.04.2019	05:30	Mi	5		Bremen	Stromer Landstraße	0	0	1	1	7	5						3	7		49				88	72		2019	04	24	du	tr	RF	-	SO		8,741335	53,079328
361	24.04.2019	07:55	Mi	5		Bremen	Wilhelm-Liebknecht-Straße	0	0	0	2	0							5	7		49		49			71	21	2019	04	24	he	tr	RF	PKW	SO		8,885672	53,084785
362	24.04.2019	09:50	Mi	5		Bremen	Weserstrandstraße	0	0	1	2	5	2						3	2		35					21	71	2019	04	24	he	tr	PKW	RF	AB		8,571118	53,181215
363	24.04.2019	11:50	Mi	5		Bremen	Hindenburgstraße	0	0	0	2	5							5	3		37					71	21	2019	04	24	he	tr	RF	PKW	EK		8,698323	53,168321
364	24.04.2019	18:30	Mi	5		Bremen	Pappelstraße	0	0	1	2	1							3	5		45					21	71	2019	04	24	he	tr	PKW	RF	RV		8,789046	53,068996
365	24.04.2019	19:32	Mi	5		Bremen	Bürgermeister-Smidt-Straße	0	0	1	2	4							3	6		10					72	71	2019	04	24	he	tr	RF	RF	LV		8,805316	53,080985
366	25.04.2019	05:45	Do	5		Bremen	Von-Thünen-Straße	0	0	1	2	3	2						3	6		26					92	71	2019	04	25	dä	na	SOF	RF	LV		8,969897	53,042741
367	25.04.2019	07:25	Do	5		Bremen	Heinrich-Seekamp-Straße	0	0	1	2	5	2						3	3		28					21	71	2019	04	25	he	tr	PKW	RF	EK		8,711348	53,174225
368	25.04.2019	07:50	Do	5		Bremen	Auf dem Bohnenkamp	0	0	1	2	5	1		4				3	3		13	31	49			21	71	2019	04	25	he	tr	PKW	RF	EK		8,764568	53,082995
369	25.04.2019	08:30	Do	5		Bremen	Am Stern	0	0	1	2	5	7		8				3	3		28					21	71	2019	04	25	he	tr	PKW	RF	EK		8,825057	53,084656
370	25.04.2019	09:30	Do	5		Bremen	Scharmbecker Straße	0	0	1	2	5	2						3	3		49					21	71	2019	04	25	he	tr	PKW	RF	EK		8,754091	53,121977
371	25.04.2019	10:00	Do	5		Bremen	Friedrich-Karl-Straße	0	0	1	2	4							3	2		34					71	71	2019	04	25	he	tr	RF	RF	AB		8,843999	53,075088
372	25.04.2019	15:20	Do	5		Bremen	Vor dem Steintor	0	0	0	2	1							5	5		49	14				71	21	2019	04	25	he	tr	RF	PKW	RV		8,825784	53,073075
373	25.04.2019	16:10	Do	5		Bremen	Waller Heerstraße	0	0	1	2	5	2						3	2		34		34			21	71	2019	04	25	he	tr	PKW	RF	AB		8,787539	53,099570
374	25.04.2019	16:55	Do	2	75	Bremen	Friedrich-Ebert-Straße	0	0	0	2	5	2		8				5	3		31					21	71	2019	04	25	he	tr	PKW	RF	EK		8,801985	53,071459
375	25.04.2019	17:00	Do	5		Bremen	Georg-Gröning-Straße	0	0	1	2	5	2		8			8	3	3		31					72	71	2019	04	25	he	tr	RF	RF	EK		8,847143	53,087004
376	26.04.2019	12:25	Fr	5		Bremen	Friedrich-Ebert-Straße	0	0	1	2	0							3	3		34					21	72	2019	04	26	he	na	PKW	RF	EK		8,788290	53,063087
377	26.04.2019	12:45	Fr	5		Bremen	Berliner Freiheit	0	0	1	2	6							3	6		42					71	81	2019	04	26	he	tr	RF	FG	LV		8,893338	53,081492
378	26.04.2019	14:48	Fr	5		Bremen	Arberger Heerstraße	0	0	1	2	5	1		7				3	3		28					21	71	2019	04	26	he	na	PKW	RF	EK		8,930616	53,038584
379	26.04.2019	15:35	Fr	5		Bremen	Neuenlander Straße	0	0	1	2	5							3	3		28					21	72	2019	04	26	he	na	PKW	RF	EK		8,802264	53,053641
380	26.04.2019	19:43	Fr	5		Bremen	Schwachhauser Heerstraße	0	0	1	2	6							3	4		69					81	71	2019	04	26	dä	na	FG	RF	ÜS		8,847094	53,084790
381	26.04.2019	20:03	Fr	5		Bremen	Sankt-Magnus-Straße	0	0	0	2	1							5	5		49					71	21	2019	04	26	he	na	RF	PKW	RV		8,789792	53,094562
382	27.04.2019	18:26	Sa	5		Bremen	Weserstraße	0	1	0	1	0							2	1		1	49				71		2019	04	27	he	tr	RF	-	F		8,620179	53,170749
383	28.04.2019	13:15	So	5		Bremen	Hemelinger Heerstraße	0	0	0	2	1							6	7		49	1				71	21	2019	04	28	he	na	RF	PKW	SO		8,902487	53,040677
384	28.04.2019	15:10	So	5		Bremen	Hemmstraße	0	0	0	2	2	1						5	2		14					71	21	2019	04	28	he	tr	RF	PKW	AB		8,808342	53,094697
385	28.04.2019	18:25	So	5		Bremen	Langemarckstraße	0	0	1	2	5	2						3	3		37				73	21	71	2019	04	28	he	na	PKW	RF	EK		8,789883	53,071399
386	29.04.2019	12:55	Mo	5		Bremen	Benquestraße	0	0	1	2	5	2		8				3	3		28					21	71	2019	04	29	he	na	PKW	RF	EK		8,828431	53,087751
387	29.04.2019	14:15	Mo	5		Bremen	Wartburgstraße	0	0	1	2	3	1						3	2		34					92	71	2019	04	29	he	na	SOF	RF	AB		8,788429	53,093953
388	29.04.2019	15:00	Mo	5		Bremen	Oslebshauser Landstraße	0	0	1	2	3							3	6		49					21	71	2019	04	29	he	tr	PKW	RF	LV		8,731357	53,130889
389	29.04.2019	15:15	Mo	5		Bremen	Warturmer Heerstraße	0	0	0	2	5	2						5	3		28					21	71	2019	04	29	he	na	PKW	RF	EK		8,766853	53,071265
390	29.04.2019	16:00	Mo	5		Bremen	Vahrer Straße	0	0	1	2	4							3	6		49					71	71	2019	04	29	he	tr	RF	RF	LV		8,881995	53,075542
391	30.04.2019	14:10	Di	5		Bremen	Millstätter Straße	0	0	1	2	3	2						3	6		11	14				21	71	2019	04	30	he	tr	PKW	RF	LV		8,864110	53,102559
392	30.04.2019	14:45	Di	5		Bremen	Lilienthaler Heerstraße	0	0	1	2	0							3	6		10					71	71	2019	04	30	he	tr	RF	RF	LV		8,882038	53,103287
393	30.04.2019	15:16	Di	5		Bremen	Waller Ring	0	0	1	2	5	2						3	2		34					21	71	2019	04	30	he	tr	PKW	RF	AB		8,786195	53,103063
394	30.04.2019	15:55	Di	5		Bremen	Bördestraße	0	0	1	2	5	2						3	2		28					21	71	2019	04	30	he	tr	PKW	RF	AB		8,694005	53,180620
395	30.04.2019	17:00	Di	5		Bremen	Bismarckstraße	0	0	0	2	5	3						5	3		35					21	71	2019	04	30	he	tr	PKW	RF	EK		8,851332	53,073653
396	01.05.2019	05:30	Mi	5		Bremen	Luisental	0	0	1	2	1			7				3	7		1	49				71	21	2019	05	01	dä	tr	RF	PKW	SO		8,871835	53,098356
397	01.05.2019	09:50	Mi	5		Bremen	Herdentorsteinweg	0	0	1	2	1							3	5		45					21	71	2019	05	01	he	tr	PKW	RF	RV		8,811389	53,080179
398	01.05.2019	14:20	Mi	5		Bremen	Kirchhuchtinger Landstraße	0	0	1	2	5	2		3			9	3	3		28					21	71	2019	05	01	he	tr	PKW	RF	EK		8,740053	53,051448
399	01.05.2019	17:40	Mi	5		Bremen	Waller Ring	0	0	0	2	1							5	5		14	49				71	21	2019	05	01	he	tr	RF	PKW	RV		8,776858	53,098950
400	01.05.2019	17:45	Mi	5		Bremen	Friedrich-Ebert-Straße	0	0	1	2	6							3	4		9					71	81	2019	05	01	he	tr	RF	FG	ÜS		8,794636	53,066962
401	01.05.2019	18:30	Mi	5		Bremen	Franz-Böhmert-Straße	0	0	0	2	5	1						5	3		28					21	71	2019	05	01	he	tr	PKW	RF	EK		8,838219	53,067823
402	02.05.2019	02:08	Do	5		Bremen	Bahnhofstraße	0	0	1	1	0							3	7		49					71		2019	05	02	du	tr	RF	-	SO		8,810608	53,080622
403	02.05.2019	11:39	Do	5		Bremen	Kirchbachstraße	0	0	1	2	5	2						3	3		2				89	71	71	2019	05	02	he	tr	RF	RF	EK		8,854744	53,076464
404	02.05.2019	14:22	Do	5		Bremen	Bahnhofsplatz	0	0	4	2	5							3	3		37					71	33	2019	05	02	he	tr	RF	BUS	EK		8,813797	53,081934
405	02.05.2019	18:50	Do	5		Bremen	Carl-Goerdeler-Straße	0	0	0	2	5	2						5	3		37					71	21	2019	05	02	he	tr	RF	PKW	EK		8,899011	53,076161
406	03.05.2019	07:10	Fr	5		Bremen	Vegesacker Rampe	0	0	1	2	5							3	3		37					71	21	2019	05	03	he	tr	RF	PKW	EK		8,619927	53,172971
407	03.05.2019	09:50	Fr	5		Bremen	Theodor-Heuss-Allee	0	0	1	2	5	2						3	3		49					21	71	2019	05	03	he	tr	PKW	RF	EK		8,814141	53,085198
408	03.05.2019	12:30	Fr	5		Bremen	Schierker Straße	0	0	0	2	1							5	7		44					71	21	2019	05	03	he	tr	RF	PKW	SO		8,846190	53,067267
409	03.05.2019	14:50	Fr	5		Bremen	Universitätsallee	0	0	2	2	6							3	4		49		69			71	81	2019	05	03	he	tr	RF	FG	ÜS		8,846547	53,106124
410	03.05.2019	15:00	Fr	5		Bremen	Georg-Bitter-Straße	0	0	1	2	5	2						3	3		28					71	21	2019	05	03	he	tr	RF	PKW	EK		8,855688	53,069633
411	04.05.2019	04:28	Sa	5		Bremen	Findorffstraße	0	0	0	4	5	2						5	3		28					71	21	2019	05	04	du	tr	RF	PKW	EK		8,811528	53,089520
412	04.05.2019	15:45	Sa	5		Bremen	Willy-Brandt-Platz	0	0	0	2	0							5	7		49					21	71	2019	05	04	he	tr	PKW	RF	SO		8,814924	53,084586
413	05.05.2019	10:38	So	5		Bremen	Rembertiring	0	0	1	2	5							3	3		37					21	71	2019	05	05	he	tr	PKW	RF	EK		8,818352	53,077419
414	05.05.2019	11:05	So	5		Bremen	Regensburger Straße	0	0	1	2	1							3	5		24					71	21	2019	05	05	he	na	RF	PKW	RV		8,800735	53,097329
415	05.05.2019	19:15	So	5		Bremen	Rotdornallee	0	0	2	3	5	2						3	3		34				89	21	71	2019	05	05	he	tr	PKW	RF	EK		8,686113	53,172842
416	05.05.2019	20:45	So	5		Bremen	Augsburger Straße	0	0	0	2	2							5	5		14	49	49			71	21	2019	05	05	dä	tr	RF	PKW	RV		8,800241	53,095206
417	06.05.2019	09:09	Mo	5		Bremen	Schwaneweder Straße	0	0	1	2	5	2						3	3		35					21	71	2019	05	06	he	na	PKW	RF	EK		8,578079	53,206479
418	06.05.2019	09:55	Mo	5		Bremen	Pfalzburger Straße	0	0	1	2	5	3						3	3		37		10			21	71	2019	05	06	he	tr	PKW	RF	EK		8,870598	53,063790
419	06.05.2019	14:25	Mo	5		Bremen	In der Vahr	0	0	0	2	5	1					8	5	3		36				73	21	71	2019	05	06	he	na	PKW	RF	EK		8,878621	53,078893
420	06.05.2019	17:12	Mo	5		Bremen	Brüggeweg	0	0	1	2	5							3	3		49		9		73	21	71	2019	05	06	he	na	PKW	RF	EK		8,897445	53,058568
421	07.05.2019	06:45	Di	5		Bremen	Otto-Brenner-Allee	0	0	1	2	5							3	3		34					21	71	2019	05	07	he	na	PKW	RF	EK		8,964328	53,063184
422	07.05.2019	13:40	Di	5		Bremen	Brabantstraße	0	0	0	2	5							5	3		49					71	21	2019	05	07	he	tr	RF	PKW	EK		8,779519	53,094980
423	07.05.2019	16:45	Di	5		Bremen	Bahnhofsplatz	0	0	0	2	5	2						5	2		49					71	21	2019	05	07	he	tr	RF	PKW	AB		8,814446	53,081407
424	07.05.2019	16:50	Di	5		Bremen	Theodor-Storm-Straße	0	0	1	2	4							3	2		11					71	21	2019	05	07	he	tr	RF	PKW	AB		8,791784	53,061590
425	07.05.2019	19:30	Di	5		Bremen	Am Kaffee-Quartier	0	0	1	2	5							3	3		37					21	71	2019	05	07	he	tr	PKW	RF	EK		8,785269	53,084421
426	07.05.2019	23:42	Di	5		Bremen	Wohldstraße	0	0	1	1	0							3	7		1	49				71		2019	05	07	du	tr	RF	-	SO		8,592236	53,183108
427	08.05.2019	06:40	Mi	5		Bremen	Grasberger Straße	0	0	1	2	5	2						3	3		27		10			21	71	2019	05	08	dä	tr	PKW	RF	EK		8,763533	53,108923
428	08.05.2019	07:02	Mi	5		Bremen	Sebaldsbrücker Heerstraße	0	0	1	2	5	2		9				3	3		35					44	71	2019	05	08	he	tr	LKW	RF	EK		8,901489	53,059464
429	08.05.2019	09:00	Mi	5		Bremen	Niedersachsendamm	0	0	2	2	6							3	4		64					81	71	2019	05	08	he	tr	FG	RF	ÜS		8,820621	53,050834
430	08.05.2019	18:50	Mi	5		Bremen	Konsul-Smidt-Straße	0	0	1	2	5							3	2		35					21	71	2019	05	08	dä	tr	PKW	RF	AB		8,766800	53,094756
431	09.05.2019	07:25	Do	5		Bremen	Sebaldsbrücker Heerstraße	0	0	1	2	5	2					8	3	2		34					21	71	2019	05	09	he	tr	PKW	RF	AB		8,906317	53,059586
432	09.05.2019	07:45	Do	5		Bremen	Robert-Koch-Straße	0	0	1	2	5	1						3	3		28		10		73	71	21	2019	05	09	he	na	RF	PKW	EK		8,819671	53,038326
433	09.05.2019	07:45	Do	5		Bremen	Am Deich	0	0	1	2	0							3	7		65					81	72	2019	05	09	he	na	FG	RF	SO		8,795794	53,077111
434	09.05.2019	12:00	Do	5		Bremen	Hünertshagen	0	0	1	2	0							3	7		4	49				71	21	2019	05	09	he	tr	RF	PKW	SO		8,637236	53,187374
435	09.05.2019	15:00	Do	5		Bremen	Am Hohentorsplatz	0	0	1	1	0							3	7		2	1				71		2019	05	09	he	tr	RF	-	SO		8,787474	53,074121
436	09.05.2019	15:30	Do	5		Bremen	Apfelallee	0	0	0	2	1							5	7		14	49				71	21	2019	05	09	he	tr	RF	PKW	SO		8,902452	53,100547
437	09.05.2019	19:45	Do	5		Bremen	Bürgermeister-Smidt-Straße	0	0	1	2	5	1		9			8	3	2		34					21	71	2019	05	09	he	tr	PKW	RF	AB		8,808682	53,082899
438	10.05.2019	12:05	Fr	5		Bremen	Hindenburgstraße	0	0	0	2	5	2						5	3		28		10			21	71	2019	05	10	he	tr	PKW	RF	EK		8,688426	53,169694
439	10.05.2019	14:28	Fr	5		Bremen	Schwachhauser Heerstraße	0	0	1	2	5	3						3	3		14					71	21	2019	05	10	he	tr	RF	PKW	EK		8,849578	53,085288
440	10.05.2019	14:30	Fr	5		Bremen	Schwachhauser Heerstraße	0	0	1	2	5							3	3		49				89	21	71	2019	05	10	he	tr	PKW	RF	EK		8,843500	53,083656
441	11.05.2019	01:30	Sa	5		Bremen	Kurfürstenallee	0	0	1	1	0			8				3	7		49					71		2019	05	11	du	tr	RF	-	SO		8,854551	53,082596
442	11.05.2019	10:30	Sa	5		Bremen	Schwachhauser Heerstraße	0	0	1	2	5	1						3	3		49	35	31			71	21	2019	05	11	he	tr	RF	PKW	EK		8,831634	53,081123
443	11.05.2019	13:25	Sa	5		Bremen	Parkallee	0	0	0	2	7							5	7		49					71	93	2019	05	11	he	tr	RF	FG	SO		8,834204	53,095399
444	11.05.2019	15:15	Sa	5		Bremen	Weserwehr	0	0	2	2	4							3	6		49	14				71	71	2019	05	11	he	tr	RF	RF	LV		8,867930	53,061427
445	12.05.2019	11:50	So	5		Bremen	Buntentorsteinweg	0	0	0	2	1							5	5		14					71	21	2019	05	12	he	tr	RF	PKW	RV		8,807011	53,064764
446	12.05.2019	15:30	So	5		Bremen	Yorckstraße	0	0	0	2	1							5	5		49					71	21	2019	05	12	he	tr	RF	PKW	RV		8,807094	53,064150
447	12.05.2019	18:30	So	5		Bremen	Waller Heerstraße	0	0	0	2	5							5	2		34					21	71	2019	05	12	he	tr	PKW	RF	AB		8,782314	53,104564
448	13.05.2019	07:10	Mo	5		Bremen	Theodor-Billroth-Straße	0	0	1	2	5	3		9				3	2		34		10			21	71	2019	05	13	he	tr	PKW	RF	AB		8,821552	53,037573
449	13.05.2019	09:55	Mo	5		Bremen	Martinistraße	0	0	2	2	5							3	3		14	49				71	71	2019	05	13	he	tr	RF	RF	EK		8,804474	53,075500
450	13.05.2019	11:30	Mo	5		Bremen	Admiralstraße	0	0	0	2	5	3						5	3		37		49			71	21	2019	05	13	he	tr	RF	PKW	EK		8,806963	53,089557
451	13.05.2019	15:00	Mo	5		Bremen	Borgfelder Deich	0	0	0	2	3							5	6		26					71	71	2019	05	13	he	tr	RF	RF	LV		8,884860	53,132257
452	13.05.2019	15:40	Mo	5		Bremen	Kornstraße	0	0	1	2	5	1						3	3		35					21	71	2019	05	13	he	tr	PKW	RF	EK		8,798815	53,065844
453	13.05.2019	16:10	Mo	5		Bremen	Am Fuchsberg	0	0	1	2	5	1						3	2		34					21	71	2019	05	13	he	tr	PKW	RF	AB		8,744451	53,130229
454	13.05.2019	16:15	Mo	5		Bremen	Am Wall	0	0	0	2	4							5	2		35					21	71	2019	05	13	he	tr	PKW	RF	AB		8,812853	53,073376
455	13.05.2019	16:20	Mo	5		Bremen	Henri-Dunant-Straße	0	0	1	2	5	1		3				3	2		28					21	71	2019	05	13	he	tr	PKW	RF	AB		8,882070	53,079096
456	13.05.2019	17:10	Mo	5		Bremen	Merkurstraße	0	0	1	2	5	1					8	3	2		34					21	71	2019	05	13	he	tr	PKW	RF	AB		8,737049	53,079718
457	13.05.2019	17:30	Mo	5		Bremen	Rekumer Straße	0	0	0	2	4							5	6		49					21	71	2019	05	13	he	tr	PKW	RF	LV		8,509715	53,207410
458	13.05.2019	18:30	Mo	5		Bremen	Brokmerländer Straße	0	0	1	2	5	2						3	3		27					21	71	2019	05	13	he	tr	PKW	RF	EK		8,758447	53,057085
459	13.05.2019	19:45	Mo	5		Bremen	Sandhofstraße	0	0	1	2	5	2						3	3		37		10			21	71	2019	05	13	dä	tr	PKW	RF	EK		8,892070	53,047972
460	14.05.2019	16:22	Di	5		Bremen	Friedrich-Rauers-Straße	0	0	1	3	5	1						3	3		28					21	71	2019	05	14	he	tr	PKW	RF	EK		8,804627	53,085784
461	14.05.2019	17:10	Di	5		Bremen	Landrat-Christians-Straße	0	0	1	2	5	1	5					3	2		34					21	71	2019	05	14	he	tr	PKW	RF	AB		8,584544	53,181452
462	14.05.2019	18:45	Di	5		Bremen	Heinrich-Plett-Allee	0	0	1	3	2			3				3	6		14					1	21	2019	05	14	he	tr	KRD	PKW	LV		8,715623	53,054209
463	14.05.2019	18:55	Di	5		Bremen	Am Markt	0	0	1	1	0							3	1		10	49				71		2019	05	14	he	tr	RF	-	F		8,807017	53,075178
464	15.05.2019	09:14	Mi	5		Bremen	Stubbener Straße	0	0	1	2	5	1						3	3		27		9			21	71	2019	05	15	he	tr	PKW	RF	EK		8,740611	53,127802
465	15.05.2019	11:00	Mi	5		Bremen	Osterfeuerbergstraße	0	0	0	2	1							5	5		14					71	21	2019	05	15	he	tr	RF	PKW	RV		8,790363	53,097240
466	15.05.2019	16:00	Mi	5		Bremen	Konsul-Smidt-Straße	0	0	0	2	1	1		8				5	1		49					71	21	2019	05	15	he	tr	RF	PKW	F		8,765078	53,095702
467	15.05.2019	17:00	Mi	5		Bremen	Sielwall	0	0	1	2	1							3	7		49					92	71	2019	05	15	he	tr	SOF	RF	SO		8,823909	53,070933
468	15.05.2019	17:30	Mi	5		Bremen	Robert-Bunsen-Straße	0	0	2	3	5	2						3	3		49					21	71	2019	05	15	he	tr	PKW	RF	EK		8,886743	53,100682
469	16.05.2019	07:15	Do	5		Bremen	Lausanner Straße	0	0	1	2	5							3	3		28					21	71	2019	05	16	he	tr	PKW	RF	EK		8,951861	53,072654
470	16.05.2019	15:05	Do	5		Bremen	Burgdammer Ring	0	0	1	2	1	5		7				3	5		49					71	21	2019	05	16	he	na	RF	PKW	RV		8,709620	53,175371
471	17.05.2019	07:53	Fr	5		Bremen	Kohlenstraße	0	1	0	2	5	1						2	3		35				73	21	71	2019	05	17	he	na	PKW	RF	EK		8,794920	53,093972
472	17.05.2019	13:15	Fr	5		Bremen	Am Stern	0	0	1	2	5	7						3	3		31					71	61	2019	05	17	he	tr	RF	SOF	EK		8,824385	53,084351
473	17.05.2019	14:35	Fr	5		Bremen	Wilseder-Berg-Straße	0	0	1	2	5	7		8				3	3		28					21	71	2019	05	17	he	tr	PKW	RF	EK		8,879882	53,072190
474	17.05.2019	15:05	Fr	5		Bremen	Bahnhofstraße	0	0	1	2	1	6		8				3	5		45					21	71	2019	05	17	he	tr	PKW	RF	RV		8,810654	53,080514
475	17.05.2019	18:45	Fr	5		Bremen	Thalenhorststraße	0	0	0	2	5	1		4			8	5	2		49					71	21	2019	05	17	he	tr	RF	PKW	AB		8,959243	53,041858
476	18.05.2019	10:30	Sa	5		Bremen	Grenzwehr	0	0	1	2	1							3	5		45					21	71	2019	05	18	he	tr	PKW	RF	RV		8,941454	53,070498
477	18.05.2019	17:00	Sa	5		Bremen	George-Albrecht-Straße	0	0	1	2	0							3	7		65					81	71	2019	05	18	he	tr	FG	RF	SO		8,571192	53,183960
478	18.05.2019	18:00	Sa	5		Bremen	Ritterhuder Straße	0	0	0	2	2							5	5		14	49				71	21	2019	05	18	he	tr	RF	PKW	RV		8,760700	53,116654
479	18.05.2019	18:13	Sa	5		Bremen	Christernstraße	0	0	1	2	3							3	6		14					33	72	2019	05	18	he	tr	BUS	RF	LV		8,885514	53,056769
480	18.05.2019	23:05	Sa	5		Bremen	Am Hohentorsplatz	0	0	1	1	0							3	1		1	49				71		2019	05	18	dä	tr	RF	-	F		8,787871	53,073879
481	18.05.2019	23:30	Sa	5		Bremen	Mittelwischweg	0	1	0	1	0							2	1		1	49				72		2019	05	18	du	tr	RF	-	F		8,782689	53,123231
482	19.05.2019	10:20	So	5		Bremen	Arsterdamm	0	0	0	2	5							5	3		31					21	71	2019	05	19	he	tr	PKW	RF	EK		8,832353	53,040216
483	19.05.2019	12:45	So	5		Bremen	Fährstraße	0	0	1	2	1							3	5		49					71	21	2019	05	19	he	tr	RF	PKW	RV		8,860993	53,066504
484	20.05.2019	08:10	Mo	5		Bremen	Rudolf-Breitscheid-Straße	0	0	0	2	1	2						5	7		49					71	21	2019	05	20	he	tr	RF	PKW	SO		8,560087	53,190912
485	20.05.2019	10:41	Mo	5		Bremen	Hansestraße	0	0	1	2	5	1		4	6			3	3		31					21	71	2019	05	20	he	tr	PKW	RF	EK		8,791084	53,091485
486	20.05.2019	11:40	Mo	5		Bremen	Schwachhauser Heerstraße	0	0	0	2	5	1		8				5	3		28					21	71	2019	05	20	he	tr	PKW	RF	EK		8,837106	53,082596
487	20.05.2019	17:03	Mo	5		Bremen	Kattenturmer Heerstraße	0	1	0	2	5	2						2	3		49					21	71	2019	05	20	he	tr	PKW	RF	EK		8,815294	53,041900
488	20.05.2019	18:56	Mo	5		Bremen	Rodenkicher Weg	0	0	0	2	1							5	7		49					21	71	2019	05	20	he	tr	PKW	RF	SO		8,762956	53,080432
489	21.05.2019	07:35	Di	5		Bremen	Friesenwerder	0	0	1	2	5							3	2		35					40	71	2019	05	21	he	na	LKW	RF	AB		8,757777	53,058039
490	22.05.2019	08:00	Mi	5		Bremen	Parkstraße	0	0	1	2	5	2						3	3		28		10		73	21	71	2019	05	22	he	na	PKW	RF	EK		8,821774	53,084188
491	22.05.2019	18:40	Mi	5		Bremen	Landrat-Christians-Straße	0	0	1	2	6	5						3	4		42					71	81	2019	05	22	he	tr	RF	FG	ÜS		8,572853	53,181500
492	22.05.2019	19:30	Mi	5		Bremen	Hastedter Osterdeich	0	0	1	2	5							3	2		34					21	71	2019	05	22	he	tr	PKW	RF	AB		8,860870	53,063402
493	23.05.2019	07:35	Do	5		Bremen	Arsterdamm	0	0	1	2	5	2						3	2		28					21	72	2019	05	23	he	tr	PKW	RF	AB		8,825283	53,043554
494	23.05.2019	07:40	Do	5		Bremen	Buchenstraße	0	0	2	2	3							3	6		22					71	71	2019	05	23	he	tr	RF	RF	LV		8,855409	53,084420
495	23.05.2019	08:40	Do	2	6	Bremen	Neuenlander Straße	0	0	1	2	5	2		9				3	3		37	49				71	71	2019	05	23	he	tr	RF	RF	EK		8,790532	53,061169
496	23.05.2019	09:50	Do	5		Bremen	Am Neustadtsbahnhof	0	0	1	2	5	1		9				3	3		31					71	51	2019	05	23	he	tr	RF	LKW	EK		8,786313	53,074501
497	23.05.2019	15:16	Do	5		Bremen	Nordstraße	0	0	1	2	5	2						3	3		37					21	71	2019	05	23	he	tr	PKW	RF	EK		8,780028	53,093283
498	23.05.2019	17:40	Do	5		Bremen	Breitenweg	0	0	0	2	0							5	7		49					71	21	2019	05	23	he	tr	RF	PKW	SO		8,810064	53,082151
499	24.05.2019	06:50	Fr	5		Bremen	Am Stern	0	0	1	2	5							3	2		34					21	71	2019	05	24	he	tr	PKW	RF	AB		8,825164	53,084517
500	24.05.2019	10:47	Fr	5		Bremen	Wilhelm-Kaisen-Brücke	0	0	1	2	5	2		8			8	3	2		34					21	71	2019	05	24	he	tr	PKW	RF	AB		8,804179	53,072371
501	24.05.2019	11:22	Fr	5		Bremen	Ritterhuder Heerstraße	0	1	0	2	5	2		4				2	3		28					21	71	2019	05	24	he	tr	PKW	RF	EK		8,736582	53,142478
502	24.05.2019	12:20	Fr	5		Bremen	Duckwitzstraße	0	0	1	2	3	1					8	3	2		34					44	71	2019	05	24	he	tr	LKW	RF	AB		8,778719	53,064661
503	24.05.2019	13:15	Fr	5		Bremen	Buntentorsteinweg	0	0	0	2	1							5	7		49					71	21	2019	05	24	he	tr	RF	PKW	SO		8,804895	53,066064
504	24.05.2019	20:55	Fr	5		Bremen	Caroline-Herschel-Straße	0	0	0	2	5	1					8	6	3		1	31				71	21	2019	05	24	he	tr	RF	PKW	EK		8,859379	53,102811
505	26.05.2019	06:44	So	5		Bremen	Buntentorsteinweg	0	0	1	1	0							3	7		1	49				71		2019	05	26	du	tr	RF	-	SO		8,802191	53,067607
