LfNr	Datum	Zeit	WoTag	Kl	NrBu	Gemeinde	Strasse	Gt	Sv	Lv	Bet	Art	Char1	Char2	Beso1	Beso2	Beso3	LZ	Kat	Typ	UTyp	1Urs01	1Urs02	2Urs01	2Urs02	AUrs01	AV1	AV2	Jahr	Mt	Tag	Licht	Str_Zus	Bet_01	Bet_02	Unf_Typ	Fahrtrichtung	Koord.x	Koord.y
678	20.07.2020	16:55	Mo	5		Bremen	Konsul-Smidt-Straße	0	0	1	2	1							3	5		45					21	71	2020	07	20	he	tr	PKW	RF	RV		8,775673	53,090535
679	20.07.2020	19:04	Mo	5		Bremen	Woltmershauser Straße	0	0	1	2	1							3	5		45					21	71	2020	07	20	he	tr	PKW	RF	RV		8,766955	53,084146
680	21.07.2020	07:00	Di	5		Bremen	Außer der Schleifmühle	0	0	1	2	5							3	2		34		49			21	71	2020	07	21	he	tr	PKW	RF	AB		8,819532	53,080530
681	21.07.2020	10:50	Di	5		Bremen	Stockholmer Straße	0	1	0	2	4	1					8	2	2		35					21	71	2020	07	21	he	tr	PKW	RF	AB		8,714303	53,180153
682	21.07.2020	19:50	Di	5		Bremen	Waller Heerstraße	0	0	1	2	5	2						3	3		9					71	71	2020	07	21	he	tr	RF	RF	EK		8,780288	53,105426
683	22.07.2020	13:40	Mi	5		Bremen	Auf der Hohwisch	0	0	1	2	3							3	6		20					71	71	2020	07	22	he	tr	RF	RF	LV		8,856426	53,066780
684	22.07.2020	15:20	Mi	5		Bremen	Steinsetzerstraße	0	0	1	2	5							3	3		49					21	71	2020	07	22	he	tr	PKW	RF	EK		8,849621	53,047205
685	23.07.2020	13:20	Do	5		Bremen	Steubenstraße	0	0	1	2	4	1						3	2		34					21	71	2020	07	23	he	tr	PKW	RF	AB		8,869206	53,074275
686	23.07.2020	14:05	Do	5		Bremen	Hemslinger Weg	0	0	0	2	5							5	7		49					71	21	2020	07	23	he	tr	RF	PKW	SO		8,941841	53,038294
687	23.07.2020	16:44	Do	5		Bremen	Vor dem Steintor	0	0	1	2	5	1					8	3	2		29		49			21	71	2020	07	23	he	tr	PKW	RF	AB		8,833348	53,070645
688	23.07.2020	17:50	Do	5		Bremen	Lampehof	0	0	1	2	5							3	3		37					71	21	2020	07	23	he	tr	RF	PKW	EK		8,728820	53,054209
689	23.07.2020	18:15	Do	5		Bremen	Kattenturmer Heerstraße	0	0	0	2	5	2		9				5	2		49					72	21	2020	07	23	he	tr	RF	PKW	AB		8,813475	53,038587
690	23.07.2020	18:50	Do	5		Bremen	Humboldtstraße	0	0	1	2	5	1						3	3		28					21	71	2020	07	23	he	tr	PKW	RF	EK		8,835609	53,073782
691	23.07.2020	19:40	Do	5		Bremen	Kirchhuchtinger Landstraße	0	0	0	2	5	2						5	2		35					21	71	2020	07	23	he	tr	PKW	RF	AB		8,731368	53,041225
692	23.07.2020	20:50	Do	5		Bremen	Hermann-Funk-Straße	0	0	1	2	4	6						3	6		9					21	71	2020	07	23	dä	tr	PKW	RF	LV		8,880842	53,056649
693	24.07.2020	11:55	Fr	5		Bremen	Bürgermeister-Smidt-Straße	0	0	1	2	5	1					8	3	3		49				76	71	71	2020	07	24	he	tr	RF	RF	EK		8,800527	53,078443
694	24.07.2020	14:40	Fr	5		Bremen	Moselstraße	0	0	1	2	5	2						3	3		10					71	21	2020	07	24	he	tr	RF	PKW	EK		8,788177	53,069512
695	24.07.2020	15:50	Fr	5		Bremen	Am Neustadtsbahnhof	0	0	1	2	0							3	7		37					21	72	2020	07	24	he	tr	PKW	RF	SO		8,787670	53,076388
696	25.07.2020	22:30	Sa	5		Bremen	Duckwitzstraße	0	0	0	2	1							5	7		49		49			71	21	2020	07	25	du	tr	RF	PKW	SO		8,781412	53,066433
697	26.07.2020	20:50	So	5		Bremen	Überseepromenade	0	0	0	2	7							5	7						88	81	71	2020	07	26	he	tr	FG	RF	SO		8,762661	53,095868
698	27.07.2020	13:25	Mo	5		Bremen	Katrepeler Landstraße	0	0	1	2	3							3	6		22					21	71	2020	07	27	he	tr	PKW	RF	LV		8,910638	53,124379
699	27.07.2020	14:50	Mo	5		Bremen	Vahrer Straße	0	0	1	2	3							3	6		22					72	71	2020	07	27	he	tr	RF	RF	LV		8,884522	53,072843
700	27.07.2020	18:00	Mo	5		Bremen	Osterdeich	0	1	0	2	6							2	6		42					71	81	2020	07	27	he	tr	RF	FG	LV		8,832267	53,068142
701	28.07.2020	10:15	Di	5		Bremen	Neuenlander Straße	0	0	1	2	5	1		8				3	2		34				73	40	72	2020	07	28	he	na	LKW	RF	AB		8,787957	53,062952
702	28.07.2020	22:25	Di	5		Bremen	Vor dem Steintor	0	0	1	2	1							3	6		45		16			21	71	2020	07	28	du	tr	PKW	RF	LV		8,826441	53,072968
703	29.07.2020	10:15	Mi	5		Bremen	Hamburger Straße	0	0	1	2	0			8				3	7		49		2			71	21	2020	07	29	he	tr	RF	PKW	SO		8,840550	53,069396
704	29.07.2020	13:43	Mi	5		Bremen	Konsul-Smidt-Straße	0	0	1	2	0			9				3	7		43	49	13		84	42	71	2020	07	29	he	tr	LKW	RF	SO		8,760144	53,098018
705	30.07.2020	08:00	Do	5		Bremen	Niedersachsendamm	0	0	1	2	5	1					8	3	2		34					21	71	2020	07	30	he	tr	PKW	RF	AB		8,820776	53,051278
706	30.07.2020	11:00	Do	5		Bremen	Ostertorsteinweg	0	0	1	3	3							3	6		49				89	1	71	2020	07	30	he	tr	KRD	RF	LV		8,820776	53,072682
707	30.07.2020	11:30	Do	5		Bremen	Erfurter Straße	0	0	0	2	1							5	5		49					71	21	2020	07	30	he	tr	RF	PKW	RV		8,804259	53,096315
708	30.07.2020	19:45	Do	5		Bremen	Corintostraße	0	0	0	2	1							5	7		49					71	21	2020	07	30	he	tr	RF	PKW	SO		8,835714	53,034715
709	30.07.2020	20:16	Do	5		Bremen	Woltmershauser Straße	0	0	1	2	4							3	6		9					71	71	2020	07	30	he	tr	RF	RF	LV		8,776010	53,079618
710	31.07.2020	10:45	Fr	5		Bremen	Olgastraße	0	0	0	2	1							5	7		49					21	71	2020	07	31	he	tr	PKW	RF	SO		8,835470	53,075903
711	31.07.2020	13:05	Fr	5		Bremen	Fabrikenufer	0	1	0	1	0							2	7		49					72		2020	07	31	he	tr	RF	-	SO		8,767012	53,101736
712	31.07.2020	14:00	Fr	5		Bremen	Bürgermeister-Smidt-Straße	0	0	0	2	5							5	3		10		37			71	21	2020	07	31	he	tr	RF	PKW	EK		8,805571	53,081149
713	31.07.2020	18:35	Fr	5		Bremen	Hastedter Brückenstraße	0	0	2	2	6							3	7		49		69			71	81	2020	07	31	he	tr	RF	FG	SO		8,852491	53,059893
714	31.07.2020	19:15	Fr	5		Bremen	Am Dobben	0	0	1	3	4							3	6		11					71	71	2020	07	31	he	tr	RF	RF	LV		8,822531	53,074933
715	31.07.2020	21:47	Fr	5		Bremen	Hamburger Straße	0	1	0	2	3	1		8			8	2	6		35					71	21	2020	07	31	du	tr	RF	PKW	LV		8,841199	53,069260
716	01.08.2020	09:55	Sa	5		Bremen	Georg-Gleistein-Straße	0	0	1	2	5	2					8	3	2		31					21	71	2020	08	01	he	tr	PKW	RF	AB		8,619235	53,182108
717	01.08.2020	12:00	Sa	5		Bremen	Dünsener Straße	0	0	0	2	2							5	6		14					71	21	2020	08	01	he	tr	RF	PKW	LV		8,738663	53,042749
718	01.08.2020	13:55	Sa	5		Bremen	Ostertorsteinweg	0	0	1	1	0							3	1		49				73	71		2020	08	01	he	na	RF	-	F		8,818038	53,072382
719	01.08.2020	14:00	Sa	5		Bremen	Ostertorsteinweg	0	0	1	1	0							3	1		49					71		2020	08	01	he	na	RF	-	F		8,818598	53,072438
720	01.08.2020	15:55	Sa	5		Bremen	Gröpelinger Heerstraße	0	1	0	2	0							2	3		31					71	61	2020	08	01	he	tr	RF	SOF	EK		8,758791	53,116029
721	02.08.2020	16:00	So	5		Bremen	Humannstraße	0	0	0	2	1							5	5		49	36				71	21	2020	08	02	he	tr	RF	PKW	RV		8,753228	53,127480
722	03.08.2020	00:25	Mo	5		Bremen	Eickedorfer Straße	0	0	0	2	1							4	7		14	49			89	71	21	2020	08	03	du	tr	RF	PKW	SO		8,810927	53,092162
723	03.08.2020	23:25	Mo	5		Bremen	Parkallee	0	0	1	2	5							3	3		28					21	71	2020	08	03	du	tr	PKW	RF	EK		8,825031	53,084598
724	04.08.2020	08:05	Di	5		Bremen	Donandtstraße	0	0	0	2	1							5	1		49					71	21	2020	08	04	he	tr	RF	PKW	F		8,842406	53,088308
725	04.08.2020	09:20	Di	5		Bremen	Stumpesweg	0	0	1	1	0	2						3	7		49					71		2020	08	04	he	tr	RF	-	SO		8,936347	53,061800
726	04.08.2020	12:15	Di	5		Bremen	Rotdornallee	0	1	0	1	0	5		5				2	7		49					71		2020	08	04	he	tr	RF	-	SO		8,686130	53,171074
727	04.08.2020	13:00	Di	5		Bremen	Hemmstraße	0	0	1	2	4	1					8	3	2		35					21	71	2020	08	04	he	tr	PKW	RF	AB		8,808245	53,094668
728	04.08.2020	15:20	Di	5		Bremen	Stresemannstraße	0	0	1	2	5	3						3	3		37		9			21	71	2020	08	04	he	tr	PKW	RF	EK		8,861621	53,071803
729	04.08.2020	21:18	Di	5		Bremen	Humboldtstraße	0	0	1	2	1							3	7		1	49				71	21	2020	08	04	dä	tr	RF	PKW	SO		8,833844	53,073989
730	05.08.2020	07:21	Mi	5		Bremen	Bürgermeister-Spitta-Allee	0	1	1	2	4			9				2	6		24					71	71	2020	08	05	he	tr	RF	RF	LV		8,870794	53,087406
731	05.08.2020	08:00	Mi	5		Bremen	Vahrer Feldweg	0	1	0	2	1	3						2	5		45					21	71	2020	08	05	he	tr	PKW	RF	RV		8,898131	53,068329
732	05.08.2020	11:10	Mi	5		Bremen	Bennigsenstraße	0	0	1	2	5	1						3	3		27					21	71	2020	08	05	he	tr	PKW	RF	EK		8,856541	53,071368
733	05.08.2020	13:10	Mi	5		Bremen	Christernstraße	0	0	2	3	5	1					8	3	2		34					21	71	2020	08	05	he	tr	PKW	RF	AB		8,894355	53,054383
734	05.08.2020	13:40	Mi	5		Bremen	Am Hohentorsplatz	0	0	1	2	2	3						3	6		49		49			71	21	2020	08	05	he	tr	RF	PKW	LV		8,788477	53,073521
735	05.08.2020	19:50	Mi	5		Bremen	Julius-Brecht-Allee	0	0	0	2	5	3						5	3		27		9			21	71	2020	08	05	he	tr	PKW	RF	EK		8,873305	53,077820
736	06.08.2020	08:20	Do	5		Bremen	Hamburger Straße	0	0	0	2	4	1		9				5	2		35					21	71	2020	08	06	he	tr	PKW	RF	AB		8,848891	53,067939
737	06.08.2020	09:45	Do	5		Bremen	Brüggeweg	0	0	1	2	5							3	3		28					21	71	2020	08	06	he	tr	PKW	RF	EK		8,894352	53,051321
738	06.08.2020	10:15	Do	5		Bremen	Heinrich-Plett-Allee	0	0	1	2	5	2		8				3	3		35					21	71	2020	08	06	he	tr	PKW	RF	EK		8,728567	53,038881
739	06.08.2020	11:45	Do	5		Bremen	Wilseder-Berg-Straße	0	0	1	3	3	7						3	2		49					21	71	2020	08	06	he	tr	PKW	RF	AB		8,880166	53,071697
740	06.08.2020	14:50	Do	5		Bremen	Lachmundsdamm	0	0	1	2	5	1		3				3	3		49		37			21	71	2020	08	06	he	tr	PKW	RF	EK		8,941610	53,060367
741	06.08.2020	14:50	Do	5		Bremen	Hammersbecker Straße	0	0	1	2	5	1					8	3	2		34		8			21	71	2020	08	06	he	tr	PKW	RF	AB		8,619372	53,184085
742	06.08.2020	15:35	Do	5		Bremen	Am Stern	0	0	1	2	5							3	3		49					21	71	2020	08	06	he	tr	PKW	RF	EK		8,824532	53,084191
743	06.08.2020	18:50	Do	5		Bremen	Osterholzer Heerstraße	0	0	1	2	5	1						3	2		34					21	71	2020	08	06	he	tr	PKW	RF	AB		8,930543	53,059038
744	06.08.2020	19:08	Do	5		Bremen	Hohweg	0	1	0	2	5	1						2	3		28					21	71	2020	08	06	he	tr	PKW	RF	EK		8,795853	53,106282
745	06.08.2020	21:48	Do	5		Bremen	Merkurstraße	0	0	1	2	5	1		3				3	3		28					21	72	2020	08	06	du	tr	PKW	RF	EK		8,736791	53,079744
746	07.08.2020	08:00	Fr	5		Bremen	Wischhusenstraße	0	0	1	2	4	2						3	2		35					21	71	2020	08	07	he	tr	PKW	RF	AB		8,748915	53,124950
747	07.08.2020	09:25	Fr	5		Bremen	In der Vahr	0	0	1	2	5	2						3	3		37					21	71	2020	08	07	he	tr	PKW	RF	EK		8,876185	53,081365
748	07.08.2020	11:15	Fr	5		Bremen	Stresemannstraße	0	0	1	2	5							3	3		37					21	71	2020	08	07	he	tr	PKW	RF	EK		8,861728	53,071907
749	07.08.2020	12:10	Fr	5		Bremen	Langemarckstraße	0	0	1	2	6	1		3				3	3		38	31				71	81	2020	08	07	he	tr	RF	FG	EK		8,789234	53,070772
750	07.08.2020	17:40	Fr	5		Bremen	Kulenkampffallee	0	0	1	2	4							3	1		49					71	21	2020	08	07	he	tr	RF	PKW	F		8,845268	53,097169
751	07.08.2020	21:00	Fr	5		Bremen	Marschstraße	0	0	1	2	5	1						3	3		27					21	71	2020	08	07	dä	tr	PKW	RF	EK		8,888154	53,046242
752	07.08.2020	21:38	Fr	5		Bremen	Osterdeich	0	1	0	2	6						8	2	7		49					71	81	2020	08	07	du	tr	RF	FG	SO		8,824596	53,068928
753	07.08.2020	23:00	Fr	5		Bremen	Hillmannstraße	0	0	1	2	5	1						3	3		1	27				71	21	2020	08	07	du	tr	RF	PKW	EK		8,810184	53,081544
754	08.08.2020	13:10	Sa	5		Bremen	Wilhelm-Kaisen-Brücke	0	0	1	2	5							3	2		34					21	71	2020	08	08	he	tr	PKW	RF	AB		8,801336	53,071488
755	09.08.2020	01:46	So	5		Bremen	Tiefer	0	0	2	2	4							3	6		1	14				71	71	2020	08	09	du	tr	RF	RF	LV		8,807430	53,072886
756	09.08.2020	03:22	So	5		Bremen	Buntentorsteinweg	0	0	1	1	0							3	1		49					71		2020	08	09	du	tr	RF	-	F		8,801287	53,068149
757	10.08.2020	16:00	Mo	5		Bremen	Hannoversche Straße	0	0	1	2	5	1					8	3	3		31					71	21	2020	08	10	he	tr	RF	PKW	EK		8,891748	53,049443
758	10.08.2020	22:15	Mo	5		Bremen	Gröpelinger Heerstraße	0	0	0	2	1							5	5		49					71	21	2020	08	10	du	tr	RF	PKW	RV		8,760250	53,115231
759	11.08.2020	11:15	Di	5		Bremen	Kaufmannsmühlenkamp	0	0	0	2	2	1					8	5	2		35				89	71	21	2020	08	11	he	tr	RF	PKW	AB		8,803187	53,084694
760	11.08.2020	16:35	Di	5		Bremen	Theodor-Heuss-Allee	0	0	1	2	5	1		6			8	3	3		31					21	71	2020	08	11	he	tr	PKW	RF	EK		8,816533	53,084105
761	11.08.2020	17:30	Di	5		Bremen	Waller Heerstraße	0	0	1	2	0							3	7		69					93	71	2020	08	11	he	tr	FG	RF	SO		8,787828	53,099255
762	11.08.2020	19:44	Di	5		Bremen	Hinter der Mauer	0	0	1	2	4							3	6		11		10			21	71	2020	08	11	he	tr	PKW	RF	LV		8,796233	53,079490
763	12.08.2020	10:10	Mi	5		Bremen	Münchener Straße	0	0	1	2	0							3	5		45					40	71	2020	08	12	he	tr	LKW	RF	RV		8,799791	53,094745
764	12.08.2020	12:00	Mi	5		Bremen	Bremer Heerstraße	0	0	2	2	3			8				3	6		22					71	71	2020	08	12	he	tr	RF	RF	LV		8,704186	53,156865
765	12.08.2020	13:20	Mi	5		Bremen	Sebaldsbrücker Heerstraße	0	0	1	1	0	1					8	3	1		11					72		2020	08	12	he	tr	RF	-	F		8,913954	53,059870
766	12.08.2020	14:45	Mi	5		Bremen	Waltjenstraße	0	0	1	2	6							3	3		42	49			89	71	81	2020	08	12	he	tr	RF	FG	EK		8,753187	53,114478
767	13.08.2020	13:40	Do	5		Bremen	Hastedter Heerstraße	0	0	1	2	5	2					8	3	3		31					71	21	2020	08	13	he	tr	RF	PKW	EK		8,873506	53,067077
768	13.08.2020	14:10	Do	5		Bremen	Wilhelm-Kaisen-Brücke	0	0	1	2	0			3			8	3	7		31					71	61	2020	08	13	he	tr	RF	SOF	SO		8,803873	53,072359
769	13.08.2020	16:10	Do	5		Bremen	Wilhelm-Kaisen-Brücke	0	1	0	2	5	2	5	5				2	3		49					21	71	2020	08	13	he	tr	PKW	RF	EK		8,804349	53,072523
770	14.08.2020	09:35	Fr	5		Bremen	Göttinger Straße	0	0	1	2	1	2						3	6		49		18			21	72	2020	08	14	he	tr	PKW	RF	LV		8,810555	53,095420
771	14.08.2020	11:45	Fr	5		Bremen	Hemelinger Heerstraße	0	0	1	2	5	3		9				3	3		36					21	71	2020	08	14	he	tr	PKW	RF	EK		8,897429	53,044267
772	14.08.2020	13:35	Fr	5		Bremen	Am Hulsberg	0	0	1	2	5							3	3		11					21	71	2020	08	14	he	tr	PKW	RF	EK		8,848698	53,071457
773	14.08.2020	14:28	Fr	5		Bremen	Bürgermeister-Spitta-Allee	0	0	1	2	3	1		8			8	3	2		34					21	71	2020	08	14	he	tr	PKW	RF	AB		8,875198	53,082457
774	14.08.2020	15:40	Fr	5		Bremen	Sankt-Pauli-Deich	0	0	1	2	1							3	5		45					21	71	2020	08	14	he	tr	PKW	RF	RV		8,802559	53,070400
775	14.08.2020	18:00	Fr	5		Bremen	Hannoversche Straße	0	0	1	2	5	1						3	2		34					21	72	2020	08	14	he	tr	PKW	RF	AB		8,891986	53,047953
776	14.08.2020	18:02	Fr	5		Bremen	Osterfeuerberger Ring	0	0	1	2	5			3				3	3		31					71	21	2020	08	14	he	tr	RF	PKW	EK		8,792152	53,103377
777	15.08.2020	00:00	Sa	5		Bremen	Neustadtswall	0	0	0	2	1							5	5		49					71	21	2020	08	15	du	na	RF	PKW	RV		8,800531	53,069939
778	15.08.2020	01:30	Sa	5		Bremen	Osterstraße	0	1	0	1	7							2	1		49	1				71		2020	08	15	du	tr	RF	-	F		8,800116	53,072694
779	15.08.2020	12:25	Sa	5		Bremen	Georg-Gleistein-Straße	0	0	1	1	0	1					8	3	7		49					71		2020	08	15	he	tr	RF	-	SO		8,618672	53,176836
780	15.08.2020	14:00	Sa	5		Bremen	George-Albrecht-Straße	0	0	1	1	0	4						3	7		49					71		2020	08	15	he	tr	RF	-	SO		8,569319	53,181902
781	16.08.2020	15:45	So	5		Bremen	Osterdeich	0	1	0	1	0							2	7		49					71		2020	08	16	he	tr	RF	-	SO		8,821774	53,068600
782	16.08.2020	17:31	So	5		Bremen	Waller Heerstraße	0	0	1	2	0			6				3	7						85	93	71	2020	08	16	he	tr	FG	RF	SO		8,787879	53,099227
783	17.08.2020	10:00	Mo	5		Bremen	Louis-Krages-Straße	0	0	1	2	0			2				3	6		13	49			73	92	72	2020	08	17	he	na	SOF	RF	LV		8,749317	53,120598
784	17.08.2020	15:40	Mo	5		Bremen	Elsasser Straße	0	0	0	2	1							5	5		49					71	21	2020	08	17	he	tr	RF	PKW	RV		8,834300	53,079486
785	17.08.2020	19:30	Mo	5		Bremen	Buntentorsteinweg	0	0	1	1	0	1						3	7		49					71		2020	08	17	he	na	RF	-	SO		8,801164	53,068658
786	18.08.2020	07:25	Di	5		Bremen	Am Stern	0	0	1	2	5	7						3	3		28					21	71	2020	08	18	he	tr	PKW	RF	EK		8,825155	53,084231
787	18.08.2020	08:00	Di	5		Bremen	Oberneulander Landstraße	0	0	0	2	2							5	5		49					71	21	2020	08	18	he	tr	RF	PKW	RV		8,932705	53,093411
788	18.08.2020	10:55	Di	5		Bremen	Wilhelm-Kaisen-Brücke	0	1	0	2	5							2	3		49					21	71	2020	08	18	he	tr	PKW	RF	EK		8,806030	53,073585
789	18.08.2020	13:00	Di	5		Bremen	Zur Munte	0	0	0	2	1	6						5	1		49					71	21	2020	08	18	he	tr	RF	PKW	F		8,841759	53,104524
790	18.08.2020	13:10	Di	5		Bremen	Weserdeich	0	0	2	2	2							3	6		14					71	71	2020	08	18	he	tr	RF	RF	LV		8,808395	53,064918
791	18.08.2020	13:15	Di	5		Bremen	Rockwinkeler Landstraße	0	0	1	2	6							3	4		42					71	81	2020	08	18	he	na	RF	FG	ÜS		8,940719	53,078549
792	18.08.2020	14:40	Di	5		Bremen	Osterfeuerberger Ring	0	0	1	2	4							3	6		10	11				71	71	2020	08	18	he	tr	RF	RF	LV		8,788775	53,103466
793	18.08.2020	17:35	Di	5		Bremen	Kornstraße	0	0	0	2	1							5	7		14	49				71	21	2020	08	18	he	tr	RF	PKW	SO		8,801588	53,064113
794	18.08.2020	17:45	Di	5		Bremen	Contrescarpe	0	0	1	2	5	2						3	3		28					21	71	2020	08	18	he	tr	PKW	RF	EK		8,809168	53,078816
795	18.08.2020	18:15	Di	5		Bremen	Schneiderstraße	0	0	1	2	5	3						3	3		37					21	71	2020	08	18	he	tr	PKW	RF	EK		8,688731	53,168509
796	18.08.2020	20:00	Di	5		Bremen	Föhrenstraße	0	1	0	2	5	2						2	3		37					71	71	2020	08	18	he	tr	RF	RF	EK		8,874544	53,060982
797	18.08.2020	22:10	Di	5		Bremen	Woltmershauser Straße	0	0	1	1	0			6				3	1		13					71		2020	08	18	du	na	RF	-	F		8,782188	53,077205
798	19.08.2020	00:03	Mi	5		Bremen	Am Wall	0	1	0	1	0							2	7		49					71		2020	08	19	du	na	RF	-	SO		8,812290	53,076385
799	19.08.2020	15:08	Mi	5		Bremen	Georg-Bitter-Straße	0	0	1	2	5	1					8	3	2		34		49			21	71	2020	08	19	he	tr	PKW	RF	AB		8,854486	53,067014
800	19.08.2020	17:15	Mi	5		Bremen	Herdentorsteinweg	0	0	1	2	4	1		8			8	3	2		35					21	71	2020	08	19	he	tr	PKW	RF	AB		8,812593	53,080817
801	19.08.2020	17:15	Mi	5		Bremen	Hillmannplatz	0	1	0	2	0							2	7		49				89	71	71	2020	08	19	he	tr	RF	RF	SO		8,809661	53,080730
802	19.08.2020	19:54	Mi	5		Bremen	Vegesacker Straße	0	0	1	2	6							3	4		1	42				71	81	2020	08	19	he	tr	RF	FG	ÜS		8,785462	53,096733
803	19.08.2020	20:35	Mi	5		Bremen	Kantstraße	0	0	1	2	5	1						3	3		28					71	21	2020	08	19	dä	tr	RF	PKW	EK		8,796781	53,066972
804	19.08.2020	22:59	Mi	5		Bremen	Buntentorsteinweg	0	1	0	1	0							2	1		1	49				71		2020	08	19	du	tr	RF	-	F		8,807122	53,064635
805	20.08.2020	08:50	Do	5		Bremen	Wachmannstraße	0	0	1	2	0	1		5				3	1		43					44	71	2020	08	20	he	tr	LKW	RF	F		8,831090	53,085850
806	20.08.2020	11:05	Do	5		Bremen	Saarstraße	0	1	0	2	3							2	6		16				89	71	71	2020	08	20	he	tr	RF	RF	LV		8,909338	53,058730
807	20.08.2020	14:15	Do	5		Bremen	Bürgermeister-Smidt-Straße	0	0	1	3	6							3	4		42		65			71	81	2020	08	20	he	tr	RF	FG	ÜS		8,806875	53,082029
808	20.08.2020	15:30	Do	5		Bremen	Stockholmer Straße	0	0	0	2	0							5	7		37					21	71	2020	08	20	he	tr	PKW	RF	SO		8,716833	53,177349
809	20.08.2020	15:50	Do	5		Bremen	Kreinsloger	0	0	0	2	5	3						5	2		34					21	71	2020	08	20	he	tr	PKW	RF	AB		8,566455	53,193842
810	20.08.2020	18:05	Do	5		Bremen	Bromberger Straße	0	1	0	2	5	2						2	3		1	28	27			71	71	2020	08	20	he	tr	RF	RF	EK		8,765330	53,118550
811	20.08.2020	18:15	Do	5		Bremen	Donaustraße	0	0	0	2	1							5	7		49					71	21	2020	08	20	he	tr	RF	PKW	SO		8,789218	53,067715
812	20.08.2020	22:20	Do	5		Bremen	Graudenzer Straße	0	0	0	2	1							5	7		14	49				71	21	2020	08	20	du	tr	RF	PKW	SO		8,800730	53,063373
813	21.08.2020	00:00	Fr	5		Bremen	Rohrstraße	0	0	1	2	0	1		3				3	7		55				70	92	71	2020	08	21	he	na	SOF	RF	SO		8,621649	53,170006
814	21.08.2020	11:25	Fr	5		Bremen	Weberstraße	0	0	0	2	1							5	7		14	49				71	21	2020	08	21	he	na	RF	PKW	SO		8,821603	53,072309
815	21.08.2020	20:39	Fr	5		Bremen	Sankt-Magnus-Straße	0	0	1	1	0							3	7		49	1				71		2020	08	21	dä	na	RF	-	SO		8,788805	53,094123
816	22.08.2020	10:50	Sa	5		Bremen	Hammersbecker Straße	0	0	1	2	5	3						3	3		37		49			21	71	2020	08	22	he	tr	PKW	RF	EK		8,618980	53,184112
817	22.08.2020	14:45	Sa	5		Bremen	Vor dem Steintor	0	0	0	2	5	2						5	3		49					71	21	2020	08	22	he	tr	RF	PKW	EK		8,832466	53,070888
818	24.08.2020	16:25	Mo	5		Bremen	Osterholzer Heerstraße	0	0	1	2	5	1						3	2		34					21	72	2020	08	24	he	tr	PKW	RF	AB		8,963416	53,057381
819	24.08.2020	16:29	Mo	5		Bremen	Am Koppenberg	0	0	1	1	0							3	1		49				73	71		2020	08	24	he	na	RF	-	F		8,742759	53,131533
820	24.08.2020	17:15	Mo	5		Bremen	Friedrich-Ebert-Straße	0	0	1	2	5							3	2		34				73	21	71	2020	08	24	he	na	PKW	RF	AB		8,791476	53,065002
821	24.08.2020	18:30	Mo	5		Bremen	Treviranusstraße	0	0	1	2	5							3	3		37					21	71	2020	08	24	he	tr	PKW	RF	EK		8,854776	53,067729
822	24.08.2020	19:50	Mo	5		Bremen	Walsroder Straße	0	0	0	2	5							5	3		37				73	71	21	2020	08	24	he	na	RF	PKW	EK		8,802001	53,094578
823	24.08.2020	20:55	Mo	5		Bremen	Stresemannstraße	0	0	0	1	0							5	7		49				73	71		2020	08	24	du	na	RF	-	SO		8,871551	53,067878
824	25.08.2020	02:40	Di	5		Bremen	Gröpelinger Heerstraße	0	0	1	1	0	1					8	3	7		1	49				71		2020	08	25	du	na	RF	-	SO		8,753861	53,120501
825	25.08.2020	09:00	Di	5		Bremen	Obervielander Straße	0	0	0	2	3							5	1		10					72	51	2020	08	25	he	tr	RF	LKW	F		8,738299	53,051637
826	25.08.2020	15:17	Di	5		Bremen	Baumhauser Weg	0	0	1	2	1							3	5		45					21	71	2020	08	25	he	tr	PKW	RF	RV		8,857094	53,042477
827	25.08.2020	17:20	Di	5		Bremen	Humboldtstraße	0	0	1	2	2			8				3	6		49	14			73	71	21	2020	08	25	he	na	RF	PKW	LV		8,829689	53,074556
828	26.08.2020	11:00	Mi	5		Bremen	Leher Heerstraße	0	1	0	1	0			5	4		8	2	7		49					72		2020	08	26	he	na	RF	-	SO		8,880700	53,101487
829	26.08.2020	12:40	Mi	5		Bremen	Violenstraße	0	0	1	3	3							3	6		18				81	21	71	2020	08	26	he	na	PKW	RF	LV		8,811196	53,076251
830	26.08.2020	14:00	Mi	5		Bremen	Hannoversche Straße	0	0	1	2	5	3		9				3	3		37					21	72	2020	08	26	he	na	PKW	RF	EK		8,891777	53,048317
831	26.08.2020	14:30	Mi	5		Bremen	Zentaurenstraße	0	0	0	2	5	2						5	2		49	35				71	21	2020	08	26	he	na	RF	PKW	AB		8,801550	53,070791
832	26.08.2020	16:50	Mi	5		Bremen	Woltmershauser Straße	0	0	0	2	5	3						5	3		37					21	71	2020	08	26	he	tr	PKW	RF	EK		8,765662	53,084690
833	26.08.2020	17:21	Mi	5		Bremen	Falkenstraße	0	0	0	2	2							6	6		1	14			89	71	21	2020	08	26	he	na	RF	PKW	LV		8,807218	53,082407
834	27.08.2020	05:58	Do	5		Bremen	Hermann-Ritter-Straße	0	0	1	2	0	1						3	2		27		49		73	92	72	2020	08	27	he	na	SOF	RF	AB		8,773017	53,077617
