LfNr	Datum	Zeit	WoTag	Kl	NrBu	Gemeinde	Strasse	Gt	Sv	Lv	Bet	Art	Char1	Char2	Beso1	Beso2	Beso3	LZ	Kat	Typ	UTyp	1Urs01	1Urs02	2Urs01	2Urs02	AUrs01	AV1	AV2	Jahr	Mt	Tag	Licht	Str_Zus	Bet_01	Bet_02	Unf_Typ	Fahrtrichtung	Koord.x	Koord.y
337	29.04.2020	13:35	Mi	5		Bremen	Hastedter Heerstraße	0	0	1	2	3	1					8	3	2		34					21	71	2020	04	29	he	tr	PKW	RF	AB		8,856192	53,070537
338	29.04.2020	17:05	Mi	5		Bremen	Kurfürstenallee	0	0	1	2	3							3	6		22		22			71	72	2020	04	29	he	na	RF	RF	LV		8,865215	53,082187
339	29.04.2020	17:05	Mi	5		Bremen	Ostertorsteinweg	0	0	1	1	0						8	3	7		49					71		2020	04	29	he	na	RF	-	SO		8,821055	53,072719
340	30.04.2020	08:55	Do	5		Bremen	Grenzwehr	0	0	1	1	0	1						3	7		49				73	72		2020	04	30	he	na	RF	-	SO		8,936406	53,073805
341	30.04.2020	13:25	Do	5		Bremen	Hans-Bredow-Straße	0	1	0	2	5	1		3			8	2	3		31					71	21	2020	04	30	he	tr	RF	PKW	EK		8,958222	53,046687
342	30.04.2020	14:00	Do	5		Bremen	Neuenlander Straße	0	0	1	2	5							3	3		49	28				21	71	2020	04	30	he	tr	PKW	RF	EK		8,814766	53,049427
343	30.04.2020	22:55	Do	5		Bremen	Falkenstraße	0	1	0	2	4	2						2	6		11					21	72	2020	04	30	du	tr	PKW	RF	LV		8,806174	53,083037
344	02.05.2020	12:54	Sa	5		Bremen	Kurfürstenallee	0	0	1	2	5	2						3	2		34					21	71	2020	05	02	he	na	PKW	RF	AB		8,839319	53,081823
345	02.05.2020	13:25	Sa	5		Bremen	Gröpelinger Heerstraße	0	0	1	2	5	3						3	3		28				73	21	72	2020	05	02	he	na	PKW	RF	EK		8,769379	53,110805
346	04.05.2020	13:45	Mo	5		Bremen	Bremerhavener Heerstraße	0	1	0	1	0	2						2	7		49					71		2020	05	04	he	tr	RF	-	SO		8,706396	53,175238
347	04.05.2020	13:45	Mo	5		Bremen	Wildeshauser Straße	0	0	0	2	3							5	6		14					71	21	2020	05	04	he	tr	RF	PKW	LV		8,768500	53,082216
348	05.05.2020	08:40	Di	5		Bremen	Am Wasser	0	0	1	2	5	2						3	3		35				82	21	72	2020	05	05	he	tr	PKW	RF	EK		8,641245	53,162278
349	06.05.2020	09:00	Mi	5		Bremen	Schwarzenbergstraße	0	0	1	2	1							3	7		49					71	21	2020	05	06	he	tr	RF	PKW	SO		8,859668	53,085225
350	06.05.2020	11:45	Mi	5		Bremen	Langemarckstraße	0	0	1	2	6							3	4		42		64			71	81	2020	05	06	he	tr	RF	FG	ÜS		8,790009	53,071644
351	06.05.2020	14:30	Mi	5		Bremen	Hamburger Straße	0	0	1	2	6	1		8				3	4		42				89	72	81	2020	05	06	he	tr	RF	FG	ÜS		8,841306	53,069228
352	06.05.2020	16:55	Mi	5		Bremen	Marcusallee	0	0	1	2	5							3	3		49		37			21	71	2020	05	06	he	tr	PKW	RF	EK		8,875016	53,091176
353	06.05.2020	22:00	Mi	5		Bremen	Vegesacker Straße	0	0	1	2	0	1						3	7		49					71	93	2020	05	06	du	tr	RF	FG	SO		8,785479	53,096755
354	07.05.2020	10:05	Do	5		Bremen	Grenzstraße	0	0	0	2	1							5	7		49	14				71	21	2020	05	07	he	tr	RF	PKW	SO		8,782668	53,093911
355	07.05.2020	12:38	Do	5		Bremen	Borgfelder Heerstraße	0	0	1	2	5	2						3	3		37		10			21	71	2020	05	07	he	tr	PKW	RF	EK		8,898491	53,119919
356	07.05.2020	15:00	Do	5		Bremen	Elisabethstraße	0	0	1	2	0							3	6		49					71	71	2020	05	07	he	tr	RF	RF	LV		8,788247	53,097501
357	07.05.2020	15:45	Do	5		Bremen	Lesumbroker Landstraße	0	0	0	2	4							5	6		14				89	71	71	2020	05	07	he	tr	RF	RF	LV		8,685266	53,161429
358	07.05.2020	16:00	Do	5		Bremen	Sonneberger Straße	0	0	1	2	5							3	3		28					21	71	2020	05	07	he	tr	PKW	RF	EK		8,876523	53,081046
359	07.05.2020	18:07	Do	5		Bremen	Doventorscontrescarpe	0	0	0	2	0							5	7		49		49			71	21	2020	05	07	he	tr	RF	PKW	SO		8,795928	53,083956
360	08.05.2020	11:45	Fr	5		Bremen	Waller Heerstraße	0	0	0	2	5	2		9				5	3		37					21	71	2020	05	08	he	tr	PKW	RF	EK		8,790044	53,096784
361	08.05.2020	14:16	Fr	5		Bremen	Hemmstraße	0	1	2	2	5	2						2	3		31					71	33	2020	05	08	he	tr	RF	BUS	EK		8,813111	53,098881
362	08.05.2020	14:25	Fr	5		Bremen	Bremerhavener Heerstraße	0	0	0	2	5	3						5	3		37		9			21	71	2020	05	08	he	tr	PKW	RF	EK		8,704074	53,172993
363	08.05.2020	15:25	Fr	2	6	Bremen	Autobahnzubringer Arsten (B 6n	0	0	0	2	5	1					8	5	2		34					21	71	2020	05	08	he	tr	PKW	RF	AB		8,819489	53,048469
364	08.05.2020	16:30	Fr	5		Bremen	Kattenturmer Heerstraße	0	0	2	2	3							3	6		22					72	72	2020	05	08	he	tr	RF	RF	LV		8,818132	53,047160
365	09.05.2020	10:30	Sa	5		Bremen	Findorffstraße	0	0	1	2	5	2						3	3		27					71	71	2020	05	09	he	tr	RF	RF	EK		8,809388	53,088518
366	09.05.2020	11:35	Sa	5		Bremen	Thedinghauser Straße	0	0	2	2	6							3	4		42					71	81	2020	05	09	he	tr	RF	FG	ÜS		8,792667	53,064332
367	09.05.2020	16:15	Sa	5		Bremen	In der Vahr	0	0	1	2	5	2						3	3		28					21	71	2020	05	09	he	tr	PKW	RF	EK		8,876513	53,081027
368	09.05.2020	18:50	Sa	5		Bremen	Borgfelder Allee	0	0	1	2	5	1						3	3		28		27			71	33	2020	05	09	he	tr	RF	BUS	EK		8,899011	53,129727
369	09.05.2020	21:45	Sa	5		Bremen	Süderstraße	0	0	1	2	5	1						3	3		27					71	21	2020	05	09	du	tr	RF	PKW	EK		8,796390	53,071900
370	10.05.2020	12:00	So	5		Bremen	Hammersbecker Straße	0	0	1	2	5	3						3	3		37					21	72	2020	05	10	he	tr	PKW	RF	EK		8,627609	53,183770
371	10.05.2020	12:35	So	5		Bremen	Bismarckstraße	0	0	1	1	0							3	7		49					71		2020	05	10	he	tr	RF	-	SO		8,829279	53,077943
372	10.05.2020	18:45	So	5		Bremen	Habenhauser Brückenstraße	0	0	1	2	4							3	6		9					71	71	2020	05	10	he	sch	RF	RF	LV		8,837535	53,037974
373	11.05.2020	07:10	Mo	5		Bremen	Borgfelder Heerstraße	0	0	1	2	5	3						3	2		35					71	71	2020	05	11	he	tr	RF	RF	AB		8,899776	53,121306
374	11.05.2020	15:35	Mo	5		Bremen	Landwehrstraße	0	0	1	2	4	1					8	3	6		49					71	71	2020	05	11	he	tr	RF	RF	LV		8,791218	53,091582
375	11.05.2020	17:30	Mo	5		Bremen	Oslebshauser Heerstraße	0	0	1	2	6							3	4		65					81	71	2020	05	11	he	tr	FG	RF	ÜS		8,735493	53,133985
376	12.05.2020	08:45	Di	5		Bremen	Holsteiner Straße	0	1	0	2	1							2	5		49	14				71	40	2020	05	12	he	tr	RF	LKW	RV		8,794024	53,101023
377	12.05.2020	14:00	Di	5		Bremen	Drakenburger Straße	0	0	0	2	1							5	7		49		49			71	21	2020	05	12	he	tr	RF	PKW	SO		8,868584	53,064561
378	13.05.2020	08:40	Mi	5		Bremen	Am Hulsberg	0	0	1	2	5	1		9			8	3	2		35					21	71	2020	05	13	he	tr	PKW	RF	AB		8,842803	53,072316
379	13.05.2020	12:00	Mi	5		Bremen	Eislebener Straße	0	1	0	2	5	2		8				2	3		28					21	71	2020	05	13	he	tr	PKW	RF	EK		8,871921	53,077102
380	13.05.2020	16:35	Mi	5		Bremen	Pfarrfeldsweg	0	0	0	2	5							5	3		28					71	21	2020	05	13	he	tr	RF	PKW	EK		8,859390	53,046382
381	13.05.2020	17:00	Mi	5		Bremen	Nienburger Straße	0	0	1	2	5							3	3		49		49			71	21	2020	05	13	he	tr	RF	PKW	EK		8,844621	53,070754
382	14.05.2020	08:50	Do	5		Bremen	Roßbachstraße	0	0	0	2	3							5	5		14				89	44	71	2020	05	14	he	tr	LKW	RF	RV		8,803455	53,061672
383	14.05.2020	15:30	Do	5		Bremen	Bürgermeister-Smidt-Brücke	0	0	1	2	7							3	7		49					71	81	2020	05	14	he	tr	RF	FG	SO		8,796668	53,076817
384	14.05.2020	17:00	Do	5		Bremen	Sagerstraße	0	0	1	2	5						8	3	3		29					21	71	2020	05	14	he	tr	PKW	RF	EK		8,627164	53,170312
385	15.05.2020	09:20	Fr	5		Bremen	Martinistraße	0	0	1	2	5	2						3	3		35		11			21	71	2020	05	15	he	tr	PKW	RF	EK		8,802157	53,077795
386	15.05.2020	09:47	Fr	5		Bremen	Georg-Gröning-Straße	0	0	1	2	5	2						3	2		35		35			21	71	2020	05	15	he	tr	PKW	RF	AB		8,837165	53,084958
387	15.05.2020	14:05	Fr	5		Bremen	Diepenau	0	0	0	2	5	1						5	3		27					72	21	2020	05	15	he	tr	RF	PKW	EK		8,795633	53,080630
388	15.05.2020	14:30	Fr	5		Bremen	Vor dem Steintor	0	0	1	1	0							3	7		49					72		2020	05	15	he	tr	RF	-	SO		8,829553	53,071913
389	15.05.2020	15:30	Fr	5		Bremen	Ostertorsteinweg	0	0	0	2	5	2						5	2		34					21	71	2020	05	15	he	tr	PKW	RF	AB		8,818132	53,072390
390	15.05.2020	15:35	Fr	5		Bremen	Thomas-Mann-Straße	0	0	1	2	0							3	7		36					21	72	2020	05	15	he	tr	PKW	RF	SO		8,838468	53,091401
391	15.05.2020	15:45	Fr	5		Bremen	Große Johannisstraße	0	0	0	2	1	2						5	2		35					21	71	2020	05	15	he	tr	PKW	RF	AB		8,796623	53,071850
392	15.05.2020	17:08	Fr	5		Bremen	Seewenjestraße	0	0	0	2	1							5	7		14	49				71	21	2020	05	15	he	tr	RF	PKW	SO		8,767658	53,114796
393	16.05.2020	10:11	Sa	5		Bremen	Ritterhuder Heerstraße	0	0	0	2	5	2		9				5	2		35					21	71	2020	05	16	he	tr	PKW	RF	AB		8,738529	53,134851
394	16.05.2020	14:25	Sa	5		Bremen	Bürgermeister-Spitta-Allee	0	1	0	2	5	1		9				2	3		35		10			21	71	2020	05	16	he	tr	PKW	RF	EK		8,872983	53,084752
395	16.05.2020	15:00	Sa	5		Bremen	Kleine Hundestraße	0	0	0	2	5	2						5	3		37					21	71	2020	05	16	he	tr	PKW	RF	EK		8,806153	53,078413
396	17.05.2020	12:50	So	5		Bremen	Fleetstraße	0	0	1	1	0							3	7		49	1				71		2020	05	17	he	tr	RF	-	SO		8,790360	53,108949
397	17.05.2020	13:20	So	5		Bremen	Ansgaritorsteinweg	0	0	0	2	1							5	5		49					71	21	2020	05	17	he	tr	RF	PKW	RV		8,804646	53,081589
398	17.05.2020	17:50	So	5		Bremen	Tieckstraße	0	1	0	2	6							2	7		68		49			81	72	2020	05	17	he	tr	FG	RF	SO		8,809342	53,059951
399	17.05.2020	19:35	So	5		Bremen	Schwachhauser Heerstraße	0	1	0	2	5							2	3		37					21	71	2020	05	17	he	tr	PKW	RF	EK		8,832892	53,081458
400	17.05.2020	20:05	So	5		Bremen	Vor dem Steintor	0	0	0	3	1							5	6		49					71	21	2020	05	17	he	tr	RF	PKW	LV		8,827342	53,072690
401	17.05.2020	20:15	So	5		Bremen	Ludwig-Roselius-Allee	0	0	0	2	1							5	7		14	49				71	21	2020	05	17	he	tr	RF	PKW	SO		8,922625	53,072656
402	18.05.2020	11:02	Mo	5		Bremen	Fresenbergstraße	0	1	0	2	5	2						2	2		35					21	71	2020	05	18	he	tr	PKW	RF	AB		8,571320	53,184082
403	18.05.2020	11:19	Mo	5		Bremen	Hamburger Straße	0	0	0	1	0							5	7		49					71		2020	05	18	he	tr	RF	-	SO		8,841977	53,069173
404	18.05.2020	14:45	Mo	5		Bremen	Claus-von-Lübken-Straße	0	0	1	1	0							3	7		49	1				71		2020	05	18	he	tr	RF	-	SO		8,534402	53,204336
405	19.05.2020	00:10	Di	5		Bremen	Industriestraße	0	0	0	2	5	2						6	3		28		49	1		21	71	2020	05	19	du	tr	PKW	RF	EK		8,783869	53,065692
406	19.05.2020	13:12	Di	5		Bremen	Bremer Heerstraße	0	0	1	2	5	1		4				3	3		31		31			71	21	2020	05	19	he	tr	RF	PKW	EK		8,702040	53,167716
407	19.05.2020	14:42	Di	5		Bremen	Landrat-Christians-Straße	0	0	2	2	3			9				3	6		22					72	71	2020	05	19	he	tr	RF	RF	LV		8,583889	53,181859
408	19.05.2020	17:50	Di	5		Bremen	Kornstraße	0	0	1	2	0	1		7				3	2		49					21	71	2020	05	19	he	tr	PKW	RF	AB		8,806924	53,060444
409	19.05.2020	21:10	Di	5		Bremen	Bennigsenstraße	0	0	0	3	1							5	3		66					81	71	2020	05	19	dä	tr	FG	RF	EK		8,856013	53,073977
410	20.05.2020	07:50	Mi	5		Bremen	Neuenlander Straße	0	0	0	2	5							5	3		28					40	71	2020	05	20	he	tr	LKW	RF	EK		8,783901	53,065731
411	20.05.2020	16:05	Mi	5		Bremen	Altenwall	0	0	2	2	4	4						3	7		49					72	71	2020	05	20	he	tr	RF	RF	SO		8,812352	53,073088
412	20.05.2020	16:30	Mi	5		Bremen	Kirchweg	0	0	1	2	5	3						3	3		2	37				21	71	2020	05	20	he	tr	PKW	RF	EK		8,801923	53,057907
413	20.05.2020	19:20	Mi	5		Bremen	Wasserhorst	0	0	2	2	3							3	6		22					71	71	2020	05	20	he	tr	RF	RF	LV		8,734535	53,165436
414	21.05.2020	14:58	Do	5		Bremen	Unterm Berg	0	0	1	2	3							3	6		49					72	72	2020	05	21	he	tr	RF	RF	LV		8,503224	53,213023
415	21.05.2020	15:10	Do	5		Bremen	Bürgermeister-Spitta-Allee	0	0	1	1	0	1						3	7		49					72		2020	05	21	he	tr	RF	-	SO		8,876105	53,082026
416	21.05.2020	19:32	Do	5		Bremen	Deichschartweg	0	0	2	2	4							3	6		1	14				71	71	2020	05	21	he	tr	RF	RF	LV		8,810383	53,063134
417	21.05.2020	20:00	Do	5		Bremen	Oslebshauser Landstraße	0	0	1	2	5	1		3			8	3	2		34					21	71	2020	05	21	he	tr	PKW	RF	AB		8,736448	53,133718
418	22.05.2020	11:45	Fr	5		Bremen	Oberblockland	0	0	1	1	0							3	1		49					71		2020	05	22	he	tr	RF	-	F		8,858177	53,136252
419	23.05.2020	12:49	Sa	5		Bremen	Wilhelm-Kaisen-Brücke	0	0	1	2	0						8	3	7		49					61	71	2020	05	23	he	tr	SOF	RF	SO		8,804019	53,072422
420	24.05.2020	14:20	So	5		Bremen	Eislebener Straße	0	0	1	1	0							3	7		49					71		2020	05	24	he	tr	RF	-	SO		8,869397	53,080529
421	25.05.2020	11:00	Mo	5		Bremen	Pastorenweg	0	0	0	2	1							5	5		45					21	71	2020	05	25	he	tr	PKW	RF	RV		8,762452	53,112187
422	25.05.2020	11:00	Mo	5		Bremen	Schwarzer Weg	0	0	1	2	5							3	3		28					21	71	2020	05	25	he	tr	PKW	RF	EK		8,753512	53,123247
423	25.05.2020	13:40	Mo	5		Bremen	Segelsbrück	0	0	1	2	5	2						3	2		34	28				21	71	2020	05	25	he	tr	PKW	RF	AB		8,896908	53,059061
424	25.05.2020	18:40	Mo	5		Bremen	Vahrer Straße	0	1	0	2	5	3						2	3		34		34			21	71	2020	05	25	he	tr	PKW	RF	EK		8,887851	53,068754
425	26.05.2020	08:15	Di	5		Bremen	Oslebshauser Heerstraße	0	0	2	2	6							3	7		49					71	81	2020	05	26	he	tr	RF	FG	SO		8,741807	53,131018
426	26.05.2020	13:00	Di	5		Bremen	Schwäbisch-Hall-Straße	0	0	0	2	1							5	5		49		49			71	21	2020	05	26	he	tr	RF	PKW	RV		8,765558	53,051065
427	26.05.2020	13:20	Di	5		Bremen	Kirchweg	0	0	2	2	4	6						3	6		14		14		89	72	72	2020	05	26	he	tr	RF	RF	LV		8,805308	53,058800
428	26.05.2020	15:35	Di	5		Bremen	Im Arster Felde	0	0	0	2	5							5	3		36		49			21	71	2020	05	26	he	tr	PKW	RF	EK		8,823995	53,039727
429	26.05.2020	15:45	Di	5		Bremen	Werderstraße	0	0	1	1	0			9				3	1		49					71		2020	05	26	he	tr	RF	-	F		8,807226	53,070582
430	26.05.2020	18:32	Di	5		Bremen	Sielwall	0	1	0	2	0							2	6		49					71	81	2020	05	26	he	tr	RF	FG	LV		8,823384	53,072314
431	26.05.2020	22:40	Di	5		Bremen	Lindenhofstraße	0	0	0	3	1							5	5		49	14				21	71	2020	05	26	du	tr	PKW	RF	RV		8,756256	53,113967
432	27.05.2020	12:15	Mi	5		Bremen	Wischmannstraße	0	0	0	2	2							5	2		34					21	71	2020	05	27	he	tr	PKW	RF	AB		8,823298	53,030458
433	27.05.2020	13:14	Mi	5		Bremen	Parkallee	0	0	1	1	0	3						3	7		49					71		2020	05	27	he	tr	RF	-	SO		8,826659	53,085480
434	27.05.2020	16:20	Mi	5		Bremen	Falkensteiner Straße	0	0	1	2	4	6						3	6		49					71	71	2020	05	27	he	tr	RF	RF	LV		8,933762	53,038793
435	27.05.2020	16:50	Mi	5		Bremen	Meinert-Löffler-Straße	0	0	0	2	5	3						5	3		37		9			21	71	2020	05	27	he	tr	PKW	RF	EK		8,619090	53,185966
436	27.05.2020	18:10	Mi	5		Bremen	Bürgermeister-Spitta-Allee	0	0	1	2	5	1						3	3		49		31			21	71	2020	05	27	he	tr	PKW	RF	EK		8,872463	53,085773
437	27.05.2020	18:30	Mi	5		Bremen	Stephanibrücke	0	0	2	2	4							3	6		14					71	71	2020	05	27	he	tr	RF	RF	LV		8,791154	53,080801
438	28.05.2020	10:30	Do	5		Bremen	Ludwig-Roselius-Allee	0	0	1	2	5	3						3	3		37					21	71	2020	05	28	he	tr	PKW	RF	EK		8,932592	53,069778
439	28.05.2020	11:35	Do	5		Bremen	Sögestraße	0	0	1	2	5	1		3			8	3	3		34					21	71	2020	05	28	he	tr	PKW	RF	EK		8,807891	53,077861
440	28.05.2020	12:25	Do	5		Bremen	Alter Dorfweg	0	0	1	2	5	2						3	2		35					21	71	2020	05	28	he	tr	PKW	RF	AB		8,741120	53,049598
441	28.05.2020	13:40	Do	5		Bremen	Breitenweg	0	0	1	2	5			4			8	3	3		31					21	71	2020	05	28	he	tr	PKW	RF	EK		8,813481	53,080363
442	28.05.2020	16:45	Do	5			Karl- Carstens-Brücke	0	0	1	2	6							3	4		21					72	81	2020	05	28	he	tr	RF	FG	ÜS		8,852488	53,060052
443	28.05.2020	18:45	Do	5		Bremen	Heinrich-Schulz-Straße	0	0	0	2	5							5	3		37					21	71	2020	05	28	he	tr	PKW	RF	EK		8,895170	53,083385
444	28.05.2020	20:40	Do	5		Bremen	Am Stern	0	0	1	2	3	7		8				3	3		28					40	71	2020	05	28	he	tr	LKW	RF	EK		8,825009	53,084590
445	29.05.2020	08:45	Fr	5		Bremen	Alter Postweg	0	0	1	2	5							3	3		37					71	71	2020	05	29	he	tr	RF	RF	EK		8,865773	53,066535
446	29.05.2020	10:50	Fr	5		Bremen	Am Stern	0	0	1	2	1							3	3		28					21	71	2020	05	29	he	tr	PKW	RF	EK		8,825052	53,084600
447	29.05.2020	13:25	Fr	5		Bremen	Kurfürstenallee	0	1	0	2	1			8				2	5		45					40	71	2020	05	29	he	tr	LKW	RF	RV		8,835936	53,082377
448	29.05.2020	17:24	Fr	5		Bremen	Im Krummen Arm	0	0	0	2	4	2						5	2		11		34			21	71	2020	05	29	he	tr	PKW	RF	AB		8,823778	53,071254
449	29.05.2020	19:40	Fr	5		Bremen	Gerhard-Rohlfs-Straße	0	0	1	2	6							3	4		2	1				71	81	2020	05	29	dä	tr	RF	FG	ÜS		8,620595	53,172061
450	30.05.2020	03:30	Sa	5		Bremen	Calvinstraße	0	0	1	1	0							3	7		49					71		2020	05	30	du	tr	RF	-	SO		8,788330	53,092600
451	30.05.2020	09:25	Sa	5		Bremen	Osterdeich	0	0	1	2	5	1						3	2		28					40	71	2020	05	30	he	tr	LKW	RF	AB		8,838138	53,067841
452	30.05.2020	13:35	Sa	5		Bremen	Davoser Straße	0	0	0	2	5	2						5	3		49					21	71	2020	05	30	he	tr	PKW	RF	EK		8,949522	53,063197
453	30.05.2020	14:20	Sa	5		Bremen	Hemmstraße	0	0	1	2	6			9				3	7		65					81	71	2020	05	30	he	tr	FG	RF	SO		8,805295	53,093631
454	30.05.2020	21:15	Sa	5		Bremen	An der Aue	0	0	1	1	0							3	7		4				89	71		2020	05	30	du	tr	RF	-	SO		8,636656	53,174423
455	31.05.2020	19:45	So	5		Bremen	Thedinghauser Straße	0	0	0	2	1	1						5	3		27					71	21	2020	05	31	he	tr	RF	PKW	EK		8,800408	53,059599
456	31.05.2020	22:45	So	5		Bremen	Woltmershauser Straße	0	0	0	2	5	2						5	7		37					71	21	2020	05	31	du	tr	RF	PKW	SO		8,784116	53,075610
457	01.06.2020	12:30	Mo	5		Bremen	Osterholzer Heerstraße	0	1	1	4	4							2	6		9		49			21	21	2020	06	01	he	tr	PKW	PKW	LV		8,961260	53,057349
458	01.06.2020	13:45	Mo	5		Bremen	Rembertistraße	0	0	1	1	0							3	7		49					71		2020	06	01	he	tr	RF	-	SO		8,817078	53,078855
459	01.06.2020	16:25	Mo	5		Bremen	Grindelwaldstraße	0	0	0	2	1							5	5		49	14				71	21	2020	06	01	he	tr	RF	PKW	RV		8,946950	53,075961
460	01.06.2020	19:40	Mo	5		Bremen	Osterdeich	0	0	1	2	2							3	7		14					71	71	2020	06	01	he	tr	RF	RF	SO		8,824515	53,068529
461	01.06.2020	20:40	Mo	5		Bremen	Buntentorsteinweg	0	0	1	2	1							3	1		49					71	21	2020	06	01	dä	tr	RF	PKW	F		8,807674	53,064306
462	02.06.2020	07:00	Di	5		Bremen	Kurfürstenallee	0	0	0	2	2							6	6		2	14				71	21	2020	06	02	he	tr	RF	PKW	LV		8,865247	53,082299
463	02.06.2020	09:24	Di	5		Bremen	Rembertistraße	0	0	1	2	1							3	5		45					21	71	2020	06	02	he	tr	PKW	RF	RV		8,816163	53,077862
464	02.06.2020	12:15	Di	5		Bremen	Goliathstraße	0	0	1	2	5	2						3	3		28		10			21	71	2020	06	02	he	tr	PKW	RF	EK		8,872430	53,063165
465	02.06.2020	15:35	Di	5		Bremen	Niederblockland	0	0	2	2	3							3	6		49					71	71	2020	06	02	he	tr	RF	RF	LV		8,839530	53,151930
466	02.06.2020	15:45	Di	5		Bremen	Flughafendamm	0	0	1	2	4	1		0	9		8	3	2		49					71	21	2020	06	02	he	tr	RF	PKW	AB		8,786283	53,057568
467	02.06.2020	20:20	Di	5		Bremen	Ermlandstraße	0	0	1	2	5	3						3	2		35					21	71	2020	06	02	he	tr	PKW	RF	AB		8,553682	53,196191
468	02.06.2020	21:55	Di	5		Bremen	Theodor-Billroth-Straße	0	0	1	2	6							3	6		64					81	72	2020	06	02	du	tr	FG	RF	LV		8,819253	53,038435
469	02.06.2020	22:30	Di	5		Bremen	Schlachte	0	0	1	1	8	5						3	7		49	1				71		2020	06	02	dä	tr	RF	-	SO		8,802382	53,076373
470	03.06.2020	08:45	Mi	5		Bremen	Am Geestkamp	0	0	1	2	5	2						3	3		28				89	21	71	2020	06	03	he	tr	PKW	RF	EK		8,711482	53,147404
471	03.06.2020	11:45	Mi	5		Bremen	Brokhuchtinger Landstraße	0	0	1	2	5	1		4				3	2		34					40	72	2020	06	03	he	tr	LKW	RF	AB		8,720161	53,056769
472	03.06.2020	12:15	Mi	5		Bremen	Buntentorsteinweg	0	0	1	2	1							3	5		45					21	71	2020	06	03	he	tr	PKW	RF	RV		8,802727	53,067354
473	03.06.2020	15:00	Mi	5		Bremen	Schlengstraße	0	0	0	2	5							5	3		49					71	21	2020	06	03	he	tr	RF	PKW	EK		8,891823	53,049507
474	03.06.2020	17:20	Mi	5		Bremen	Buchenstraße	0	0	0	2	1							5	7		49					71	21	2020	06	03	he	tr	RF	PKW	SO		8,854524	53,084861
475	03.06.2020	17:47	Mi	5		Bremen	Bahnhofsplatz	0	0	0	1	0							5	7		49				73	72		2020	06	03	he	na	RF	-	SO		8,813438	53,083353
476	03.06.2020	22:01	Mi	5		Bremen	Graf-Moltke-Straße	0	1	0	1	0							2	1		49					71		2020	06	03	du	tr	RF	-	F		8,833399	53,079270
477	04.06.2020	12:05	Do	5		Bremen	Charlotte-Wolff-Allee	0	0	1	2	5	2		9				3	3		28		10		73	21	71	2020	06	04	he	na	PKW	RF	EK		8,678201	53,173894
478	04.06.2020	13:20	Do	5		Bremen	Lahnstraße	0	0	1	2	1							3	6		45					21	71	2020	06	04	he	na	PKW	RF	LV		8,795105	53,067884
479	04.06.2020	15:01	Do	5		Bremen	Contrescarpe	0	0	1	2	6							3	4		64				73	81	71	2020	06	04	he	na	FG	RF	ÜS		8,816742	53,073052
480	04.06.2020	15:25	Do	5		Bremen	Eduard-Schopf-Allee	0	1	0	1	0							2	7		49					71		2020	06	04	he	na	RF	-	SO		8,787957	53,083057
481	05.06.2020	08:40	Fr	5		Bremen	Schwarzer Weg	0	0	1	2	4							3	6		49					71	21	2020	06	05	he	tr	RF	PKW	LV		8,754397	53,123989
482	05.06.2020	09:55	Fr	5		Bremen	Wätjenstraße	0	0	0	2	5							5	3		37					71	71	2020	06	05	he	tr	RF	RF	EK		8,853880	53,090780
483	05.06.2020	15:28	Fr	5		Bremen	Buntentorsteinweg	0	0	1	2	1							3	1		49					71	21	2020	06	05	he	na	RF	PKW	F		8,802564	53,067350
484	05.06.2020	16:25	Fr	5		Bremen	Sagerstraße	0	0	1	2	3							3	7		45					21	72	2020	06	05	he	na	PKW	RF	SO		8,626590	53,170437
485	07.06.2020	15:25	So	5		Bremen	Buntentorsteinweg	0	0	1	1	0						8	3	1		49					72		2020	06	07	he	na	RF	-	F		8,802484	53,067470
486	07.06.2020	17:50	So	5		Bremen	Bürgermeister-Smidt-Straße	0	0	1	2	5	2						3	2		34				89	21	71	2020	06	07	he	na	PKW	RF	AB		8,800572	53,078484
487	07.06.2020	18:45	So	5		Bremen	Friedrich-Stampfer-Straße	0	0	0	2	1							5	7		49					71	21	2020	06	07	he	na	RF	PKW	SO		8,890959	53,085764
488	07.06.2020	21:00	So	5		Bremen	Den Haager Straße	0	1	0	2	5							2	2		35		10			21	71	2020	06	07	dä	tr	PKW	RF	AB		8,723831	53,046182
489	08.06.2020	07:10	Mo	5		Bremen	Stephanibrücke	0	0	1	1	0							3	1		13				73	71		2020	06	08	he	na	RF	-	F		8,790033	53,079290
490	08.06.2020	11:10	Mo	5		Bremen	Wartburgstraße	0	0	1	2	5	2						3	3		28					21	71	2020	06	08	he	tr	PKW	RF	EK		8,790414	53,092123
491	08.06.2020	11:45	Mo	5		Bremen	Dobbenweg	0	0	1	2	4							3	6		10	49				71	71	2020	06	08	he	tr	RF	RF	LV		8,824282	53,078394
492	08.06.2020	18:41	Mo	5		Bremen	Habenhauser Brückenstraße	0	0	1	2	6							3	4		65					81	71	2020	06	08	he	tr	FG	RF	ÜS		8,848945	53,050873
493	08.06.2020	20:52	Mo	5		Bremen	Theodor-Neutig-Straße	0	0	1	2	5	1						3	3		27					21	71	2020	06	08	he	tr	PKW	RF	EK		8,628537	53,175472
494	09.06.2020	07:35	Di	5		Bremen	Regensburger Straße	0	0	0	2	1							5	5		49					71	21	2020	06	09	he	tr	RF	PKW	RV		8,802865	53,096456
