LfNr	Datum	Zeit	WoTag	Kl	NrBu	Gemeinde	Strasse	Gt	Sv	Lv	Bet	Art	Char1	Char2	Beso1	Beso2	Beso3	LZ	Kat	Typ	UTyp	1Urs01	1Urs02	2Urs01	2Urs02	AUrs01	AV1	AV2	Jahr	Mt	Tag	Licht	Str_Zus	Bet_01	Bet_02	Unf_Typ	Fahrtrichtung	Koord.x	Koord.y
156	27.03.2021	18:38	Sa	5		Bremen	Waller Heerstraße	0	1	0	1	0	1					8	2	7		49					71		2021	03	27	he	tr	RF	-	SO		8,786981	53,100231
157	28.03.2021	19:00	So	5		Bremen	Busestraße	0	0	0	3	1							5	7		49					21	71	2021	03	28	he	tr	PKW	RF	SO		8,842502	53,095399
158	29.03.2021	10:53	Mo	5		Bremen	Humboldtstraße	0	0	2	2	6							3	4		40					71	81	2021	03	29	he	tr	RF	FG	ÜS		8,822563	53,075207
159	29.03.2021	14:20	Mo	5		Bremen	Wachmannstraße	0	0	1	2	3							3	6		26	49				21	71	2021	03	29	he	tr	PKW	RF	LV		8,829883	53,085512
160	29.03.2021	17:00	Mo	5		Bremen	Bromberger Straße	0	0	0	2	1							5	7		49					71	21	2021	03	29	he	tr	RF	PKW	SO		8,767175	53,117443
161	29.03.2021	17:44	Mo	5		Bremen	Heisiusstraße	0	0	0	2	5	2						5	3		27					21	71	2021	03	29	he	tr	PKW	RF	EK		8,918184	53,038961
162	29.03.2021	18:35	Mo	5		Bremen	Wätjenstraße	0	0	1	2	1							3	5		49	14				71	21	2021	03	29	he	tr	RF	PKW	RV		8,852995	53,089367
163	30.03.2021	13:25	Di	5		Bremen	Am Deich	0	1	1	2	4							2	6		11		11			71	71	2021	03	30	he	tr	RF	RF	LV		8,789920	53,079137
164	30.03.2021	14:10	Di	5		Bremen	Bismarckstraße	0	0	0	2	1							5	7		14	49				71	21	2021	03	30	he	tr	RF	PKW	SO		8,830518	53,078713
165	30.03.2021	19:18	Di	5		Bremen	Eduard-Schopf-Allee	0	0	0	2	5	1					8	5	2		35					21	71	2021	03	30	he	tr	PKW	RF	AB		8,787083	53,082958
166	30.03.2021	21:15	Di	5		Bremen	Thomas-Mann-Straße	0	0	1	2	1							3	5		45					21	71	2021	03	30	du	tr	PKW	RF	RV		8,841172	53,092448
167	31.03.2021	10:15	Mi	5		Bremen	Mühlenfeldstraße	0	0	1	2	4							3	6		49					21	71	2021	03	31	he	tr	PKW	RF	LV		8,939362	53,085731
168	31.03.2021	12:54	Mi	5		Bremen	Schwachhauser Heerstraße	0	0	1	1	0	3						3	7		49					71		2021	03	31	he	tr	RF	-	SO		8,850654	53,085314
169	31.03.2021	15:15	Mi	5		Bremen	Am Schwarzen Meer	0	0	1	1	0							3	7		49					71		2021	03	31	he	tr	RF	-	SO		8,839654	53,072271
170	31.03.2021	18:22	Mi	5		Bremen	Weserwehr	0	0	0	2	5							5	3		28					21	72	2021	03	31	he	tr	PKW	RF	EK		8,868209	53,061914
171	01.04.2021	07:30	Do	5		Bremen	Metzer Straße	0	0	1	2	5							3	3		28					21	71	2021	04	01	he	tr	PKW	RF	EK		8,843050	53,081007
172	01.04.2021	07:45	Do	5		Bremen	An de Holtöber	0	0	1	2	5	2						3	3		37					21	71	2021	04	01	he	tr	PKW	RF	EK		8,573026	53,198632
173	01.04.2021	10:13	Do	5		Bremen	Außer der Schleifmühle	0	2	0	3	1							2	5		45					21	72	2021	04	01	he	tr	PKW	RF	RV		8,822579	53,079583
174	01.04.2021	12:42	Do	5		Bremen	Wegesende	0	0	1	2	5							3	3		49					5	71	2021	04	01	he	tr	KRD	RF	EK		8,804994	53,079403
175	01.04.2021	18:15	Do	5		Bremen	Schwaneweder Straße	0	0	1	2	5	1						3	3		27					71	21	2021	04	01	he	tr	RF	PKW	EK		8,573037	53,198648
176	03.04.2021	14:30	Sa	5		Bremen	Wilhelm-Busch-Weg	0	1	0	2	5							2	3		28		11			21	71	2021	04	03	he	tr	PKW	RF	EK		8,906875	53,071444
177	03.04.2021	15:20	Sa	5		Bremen	Wilhelm-Kaisen-Brücke	0	0	2	2	5	1		3			8	3	3		31					71	71	2021	04	03	he	tr	RF	RF	EK		8,801529	53,071539
178	03.04.2021	16:50	Sa	5		Bremen	Grambker Heerstraße	0	0	1	2	5	2					8	3	3		1	37				71	21	2021	04	03	he	tr	RF	PKW	EK		8,709202	53,151364
179	03.04.2021	18:40	Sa	5		Bremen	Eduard-Grunow-Straße	0	0	1	5	3							3	6		26					21	21	2021	04	03	he	tr	PKW	PKW	LV		8,822831	53,078017
180	05.04.2021	14:00	Mo	5		Bremen	Contrescarpe	0	0	0	2	1							5	5		49					71	21	2021	04	05	he	tr	RF	PKW	RV		8,802744	53,082132
181	06.04.2021	07:30	Di	5		Bremen	Langemarckstraße	0	0	1	2	5	1		2			8	3	7		31				73	71	33	2021	04	06	he	na	RF	BUS	SO		8,792342	53,073230
182	06.04.2021	14:20	Di	5		Bremen	Horner Straße	0	0	1	3	6	1						3	4		64					81	71	2021	04	06	he	na	FG	RF	ÜS		8,830899	53,074385
183	06.04.2021	16:45	Di	5		Bremen	Sankt-Gotthard-Straße	0	0	1	2	4	3						3	2		35					21	71	2021	04	06	he	tr	PKW	RF	AB		8,951242	53,065141
184	07.04.2021	13:30	Mi	5		Bremen	Zur Aumundswiese	0	0	1	2	5							3	3		28					21	71	2021	04	07	he	na	PKW	RF	EK		8,861310	53,023738
185	08.04.2021	15:40	Do	5		Bremen	Bismarckstraße	0	0	1	2	3	1						3	2		35					21	71	2021	04	08	he	tr	PKW	RF	AB		8,837267	53,076847
186	08.04.2021	16:40	Do	5		Bremen	Breitenweg	0	0	0	2	1							5	6		37					21	71	2021	04	08	he	tr	PKW	RF	LV		8,811284	53,081900
187	08.04.2021	17:25	Do	5		Bremen	Rembertistraße	0	0	1	2	3							3	6		11					71	71	2021	04	08	he	tr	RF	RF	LV		8,818159	53,081033
188	09.04.2021	07:27	Fr	5		Bremen	An Smidts Park	0	0	1	2	3			8				3	7		49					21	71	2021	04	09	he	tr	PKW	RF	SO		8,711026	53,152783
189	09.04.2021	17:30	Fr	5		Bremen	Kornstraße	0	0	0	2	5							5	3		49					21	71	2021	04	09	he	tr	PKW	RF	EK		8,803905	53,062456
190	12.04.2021	09:40	Mo	5		Bremen	Kirchhuchtinger Landstraße	0	0	1	2	5	2						3	3		31					21	71	2021	04	12	he	tr	PKW	RF	EK		8,738379	53,047179
191	12.04.2021	18:03	Mo	5		Bremen	Hannoversche Straße	0	0	0	2	4							5	6		11		11			71	71	2021	04	12	he	tr	RF	RF	LV		8,891866	53,048756
192	12.04.2021	18:50	Mo	5		Bremen	Rembertiring	0	0	1	2	5	2					8	3	3		31					21	71	2021	04	12	he	tr	PKW	RF	EK		8,816898	53,078584
193	13.04.2021	07:00	Di	5		Bremen	Senator-Apelt-Straße	0	0	1	2	5	1		8				3	3		28					21	72	2021	04	13	he	tr	PKW	RF	EK		8,733497	53,087394
194	13.04.2021	07:05	Di	5		Bremen	Agnes-Heineken-Straße	0	0	1	2	5	2					8	3	3		31					21	71	2021	04	13	he	tr	PKW	RF	EK		8,833158	53,039768
195	14.04.2021	14:10	Mi	5		Bremen	Morgenlandstraße	0	0	1	2	5							3	3		28					21	71	2021	04	14	he	tr	PKW	RF	EK		8,759947	53,113972
196	14.04.2021	17:35	Mi	5		Bremen	Hindenburgstraße	0	0	1	2	3	1		3				3	2		34					21	71	2021	04	14	he	tr	PKW	RF	AB		8,701908	53,167623
197	14.04.2021	18:35	Mi	5		Bremen	Am Hohentorsplatz	0	0	0	2	5	1						5	3		34		9			21	71	2021	04	14	he	tr	PKW	RF	EK		8,786755	53,074540
198	15.04.2021	10:24	Do	5		Bremen	Ikensdamm	0	0	1	2	0							3	1		69					83	71	2021	04	15	he	tr	FG	RF	F		8,925262	53,083590
199	15.04.2021	15:25	Do	5		Bremen	H.-H.-Meier-Allee	0	0	1	2	5	1		3				3	3		37		49			21	71	2021	04	15	he	tr	PKW	RF	EK		8,849991	53,094729
200	16.04.2021	09:15	Fr	5		Bremen	Sankt-Jürgen-Straße	0	0	0	2	0							5	7		49					71	21	2021	04	16	he	tr	RF	PKW	SO		8,836247	53,073686
201	16.04.2021	15:45	Fr	5		Bremen	Am Dobben	0	0	1	2	1							3	5		45					21	71	2021	04	16	he	tr	PKW	RF	RV		8,822973	53,073286
202	16.04.2021	20:00	Fr	5		Bremen	Löhstraße	0	0	1	2	5	1		9				3	3		37		11			21	71	2021	04	16	he	tr	PKW	RF	EK		8,599086	53,179941
203	16.04.2021	23:20	Fr	5		Bremen	Vor dem Steintor	0	0	0	2	1	2						5	7		14	49				71	21	2021	04	16	du	tr	RF	PKW	SO		8,828297	53,072387
204	17.04.2021	12:45	Sa	5		Bremen	Martinistraße	0	0	1	1	0						8	3	1		49					71		2021	04	17	he	tr	RF	-	F		8,803683	53,076717
205	18.04.2021	11:13	So	5		Bremen	Hasenbürener Deich	0	0	1	2	0							3	4		69				87	83	72	2021	04	18	he	tr	FG	RF	ÜS		8,676313	53,118711
206	19.04.2021	11:20	Mo	5		Bremen	Sonneberger Straße	0	0	0	3	1							5	7		49					40	71	2021	04	19	he	tr	LKW	RF	SO		8,875534	53,080141
207	19.04.2021	16:55	Mo	5		Bremen	Breite Straße	0	1	0	1	0							2	7		49					71		2021	04	19	he	tr	RF	-	SO		8,622556	53,172921
208	19.04.2021	17:20	Mo	5		Bremen	Alfred-Faust-Straße	0	0	0	2	2	1						5	6		14					71	21	2021	04	19	he	tr	RF	PKW	LV		8,826146	53,034336
209	20.04.2021	06:50	Di	5		Bremen	Burger Heerstraße	0	0	2	2	3							3	6		16	49				71	72	2021	04	20	dä	tr	RF	RF	LV		8,705830	53,153416
210	20.04.2021	07:50	Di	5		Bremen	Grollander Straße	0	0	0	2	5							5	3		28		10			21	71	2021	04	20	he	tr	PKW	RF	EK		8,757680	53,058413
211	20.04.2021	10:30	Di	5		Bremen	Langemarckstraße	0	1	0	2	1							2	5		45					21	71	2021	04	20	he	tr	PKW	RF	RV		8,789804	53,071508
212	20.04.2021	11:30	Di	5		Bremen	Hollerallee	0	0	1	2	5	1						3	3		28		49			71	21	2021	04	20	he	tr	RF	PKW	EK		8,824414	53,084481
213	20.04.2021	11:35	Di	5		Bremen	Worpsweder Straße	0	0	1	2	5	1						3	3		27				82	21	72	2021	04	20	he	tr	PKW	RF	EK		8,808519	53,093560
214	20.04.2021	14:05	Di	5		Bremen	Osterdeich	0	0	1	2	3							3	6		49					71	71	2021	04	20	he	tr	RF	RF	LV		8,853424	53,064841
215	20.04.2021	17:30	Di	5		Bremen	Kantstraße	0	0	0	2	1							5	7		14	49				71	21	2021	04	20	he	tr	RF	PKW	SO		8,798165	53,069099
216	20.04.2021	19:00	Di	5		Bremen	Wachmannstraße	0	0	1	2	1			7				3	5		45					21	71	2021	04	20	he	tr	PKW	RF	RV		8,829923	53,085525
217	21.04.2021	05:45	Mi	5		Bremen	Doventor	0	0	0	3	2	1		8			8	5	6		31		14			71	21	2021	04	21	dä	tr	RF	PKW	LV		8,797512	53,083340
218	21.04.2021	17:08	Mi	5		Bremen	Große Johannisstraße	0	0	1	2	5	1						3	3		28					21	71	2021	04	21	he	tr	PKW	RF	EK		8,799855	53,070463
219	21.04.2021	18:05	Mi	5		Bremen	Wachmannstraße	0	0	1	2	3							3	6		14					71	71	2021	04	21	he	tr	RF	RF	LV		8,829601	53,085457
220	22.04.2021	07:43	Do	5		Bremen	Gröpelinger Heerstraße	0	0	1	2	5						8	3	2		34					21	72	2021	04	22	he	tr	PKW	RF	AB		8,758871	53,116013
221	22.04.2021	08:05	Do	5		Bremen	Wachmannstraße	0	0	1	2	0			8				3	7		49				73	58	71	2021	04	22	he	na	LKW	RF	SO		8,832492	53,086446
222	22.04.2021	09:10	Do	5		Bremen	Am Fuchsberg	0	0	0	2	5	1		9				5	3		28					40	71	2021	04	22	he	tr	LKW	RF	EK		8,744264	53,130071
223	22.04.2021	10:14	Do	5		Bremen	Rembertiring	0	0	1	2	5	1		8			8	3	3		49					21	71	2021	04	22	he	tr	PKW	RF	EK		8,812644	53,080825
224	22.04.2021	15:10	Do	5		Bremen	Kirchhofstraße	0	0	1	2	5	1						3	3		49					21	71	2021	04	22	he	tr	PKW	RF	EK		8,599027	53,179933
225	22.04.2021	18:40	Do	5		Bremen	Habenhauser Deich	0	0	2	2	4							3	6		11	14				71	71	2021	04	22	he	tr	RF	RF	LV		8,845147	53,056303
226	23.04.2021	13:00	Fr	5		Bremen	Westerstraße	0	0	1	2	0							3	3		34					21	71	2021	04	23	he	tr	PKW	RF	EK		8,797074	53,073600
227	23.04.2021	13:40	Fr	5		Bremen	Georg-Gleistein-Straße	0	0	1	2	0	2						3	3		10					71	21	2021	04	23	he	tr	RF	PKW	EK		8,618720	53,177257
228	23.04.2021	16:55	Fr	5		Bremen	Züricher Straße	0	0	1	2	6							3	4		69					81	71	2021	04	23	he	tr	FG	RF	ÜS		8,941352	53,067355
229	23.04.2021	23:50	Fr	5		Bremen	Westerdeich	0	1	0	2	1							2	7		1	14				71	21	2021	04	23	du	tr	RF	PKW	SO		8,764193	53,087767
230	24.04.2021	01:40	Sa	5		Bremen	Kreinsloger	0	0	1	1	0	2						3	1		1	49				71		2021	04	24	du	tr	RF	-	F		8,561353	53,191565
231	24.04.2021	12:45	Sa	5		Bremen	Hamfhofsweg	0	0	1	1	0							3	7		49					71		2021	04	24	he	tr	RF	-	SO		8,900674	53,127239
232	24.04.2021	15:55	Sa	5		Bremen	Neukirchstraße	0	0	1	2	4							3	6		14					71	21	2021	04	24	he	tr	RF	PKW	LV		8,813628	53,091504
233	24.04.2021	18:20	Sa	5		Bremen	Bei den Drei Pfählen	0	0	1	2	5	2						3	3		28					71	21	2021	04	24	he	tr	RF	PKW	EK		8,853513	53,070728
234	26.04.2021	09:40	Mo	5		Bremen	Am Nonnenberg	0	0	1	2	5	2						3	3		27					71	21	2021	04	26	he	tr	RF	PKW	EK		8,740798	53,129305
235	26.04.2021	10:05	Mo	5		Bremen	Lüssumer Straße	0	1	0	4	3	2	4	8				2	2		34					21	71	2021	04	26	he	tr	PKW	RF	AB		8,577768	53,187033
236	26.04.2021	15:45	Mo	5		Bremen	Niederblockland	0	1	0	1	0							2	7		2	52				71		2021	04	26	he	tr	RF	-	SO		8,839359	53,153442
237	26.04.2021	19:50	Mo	5		Bremen	Thedinghauser Straße	0	0	1	2	4							3	6		49					21	71	2021	04	26	he	tr	PKW	RF	LV		8,791519	53,064957
238	26.04.2021	20:09	Mo	5		Bremen	Bahnstraße	0	0	1	2	5	6		8				3	3		36	37				71	21	2021	04	26	he	tr	RF	PKW	EK		8,548607	53,191674
239	27.04.2021	13:50	Di	5		Bremen	Vahrer Straße	0	0	1	2	1							3	5		6		49			71	44	2021	04	27	he	tr	RF	LKW	RV		8,881358	53,075545
240	27.04.2021	13:50	Di	5		Bremen	Hanna-Kunath-Straße	0	0	1	2	3							3	6		22					71	71	2021	04	27	he	tr	RF	RF	LV		8,776724	53,053441
241	27.04.2021	15:50	Di	5		Bremen	Besanstraße	0	0	1	2	5	2						3	3		28					72	21	2021	04	27	he	tr	RF	PKW	EK		8,567847	53,188666
242	27.04.2021	15:55	Di	5		Bremen	Findorffstraße	0	0	1	2	1	3						3	7		49					21	71	2021	04	27	he	tr	PKW	RF	SO		8,811979	53,089681
243	27.04.2021	18:45	Di	5		Bremen	Hastedter Heerstraße	0	0	1	1	0	2		2				3	7		49					71		2021	04	27	he	tr	RF	-	SO		8,869142	53,067832
244	28.04.2021	12:00	Mi	5		Bremen	Warturmer Heerstraße	0	0	2	2	3	4		9				3	6		22					71	71	2021	04	28	he	tr	RF	RF	LV		8,765539	53,071025
245	28.04.2021	17:30	Mi	5		Bremen	Lürmanstraße	0	0	0	2	0							5	7		49					71	21	2021	04	28	he	tr	RF	PKW	SO		8,828960	53,083545
246	28.04.2021	19:40	Mi	5		Bremen	Buntentorsteinweg	0	0	1	2	5							3	3		28					72	71	2021	04	28	dä	tr	RF	RF	EK		8,803097	53,066990
247	29.04.2021	07:35	Do	5		Bremen	Bürgermeister-Spitta-Allee	0	0	1	3	5	2						3	3		28					21	71	2021	04	29	he	tr	PKW	RF	EK		8,873058	53,084758
248	29.04.2021	16:45	Do	5		Bremen	Gustav-Radbruch-Straße	0	0	0	2	1							5	5		49					71	40	2021	04	29	he	na	RF	LKW	RV		8,897965	53,085483
249	29.04.2021	17:00	Do	5		Bremen	Rembertiring	0	0	1	2	5						8	3	3		31				73	21	71	2021	04	29	he	na	PKW	RF	EK		8,818110	53,077725
250	30.04.2021	09:40	Fr	5		Bremen	Gröpelinger Heerstraße	0	0	1	2	5	3						3	7		37					21	72	2021	04	30	he	tr	PKW	RF	SO		8,757203	53,117354
251	30.04.2021	20:40	Fr	5		Bremen	Bispinger Straße	0	0	0	2	1							5	5		49					71	21	2021	04	30	dä	tr	RF	PKW	RV		8,876955	53,072156
252	01.05.2021	13:05	Sa	5		Bremen	Ladestraße	0	0	0	2	1							5	7		14	49				71	21	2021	05	01	he	tr	RF	PKW	SO		8,766408	53,085583
253	01.05.2021	15:20	Sa	5		Bremen	Verdener Straße	0	0	2	2	1							3	5		45					21	71	2021	05	01	he	tr	PKW	RF	RV		8,841269	53,069502
254	03.05.2021	08:40	Mo	5		Bremen	Treptower Straße	0	0	1	2	5	1						3	3		27					21	71	2021	05	03	he	na	PKW	RF	EK		8,690220	53,174127
255	03.05.2021	11:54	Mo	5		Bremen	Christernstraße	0	0	1	1	0	3						3	7		49					71		2021	05	03	he	na	RF	-	SO		8,887665	53,056150
256	03.05.2021	15:00	Mo	5		Bremen	Hermann-Helms-Straße	0	1	0	2	5							2	3		27					71	21	2021	05	03	he	na	RF	PKW	EK		8,846338	53,033890
257	03.05.2021	17:05	Mo	5		Bremen	Auf dem Hohen Ufer	0	0	1	2	6							3	4		49				73	71	81	2021	05	03	he	na	RF	FG	ÜS		8,672477	53,164978
258	03.05.2021	19:15	Mo	5		Bremen	Osterdeich	0	0	1	2	5	2					8	3	2		34				73	21	71	2021	05	03	he	na	PKW	RF	AB		8,832128	53,068685
259	04.05.2021	14:45	Di	5		Bremen	Lüneburger Straße	0	0	1	2	0	2	5					3	7		34				73	21	71	2021	05	04	he	na	PKW	RF	SO		8,832321	53,070102
260	05.05.2021	07:50	Mi	5		Bremen	Carl-Goerdeler-Straße	0	0	0	2	5	2						5	3		28					21	71	2021	05	05	he	tr	PKW	RF	EK		8,896275	53,079196
261	05.05.2021	09:50	Mi	5		Bremen	Hindenburgstraße	0	0	1	2	3	3						3	2		34					21	72	2021	05	05	he	tr	PKW	RF	AB		8,690641	53,168921
262	05.05.2021	10:00	Mi	5		Bremen	Stresemannstraße	0	0	1	2	4							3	2		34					21	71	2021	05	05	he	tr	PKW	RF	AB		8,862469	53,071146
263	05.05.2021	12:20	Mi	5		Bremen	Bachstraße	0	0	0	2	1							5	5		49				73	92	71	2021	05	05	he	na	SOF	RF	RV		8,792023	53,066130
264	05.05.2021	13:45	Mi	5		Bremen	In der Vahr	0	0	1	2	5	1					8	3	3		35					21	71	2021	05	05	he	na	PKW	RF	EK		8,878225	53,079138
265	06.05.2021	13:45	Do	5		Bremen	Tiefer	0	0	1	3	2							3	7		14					71	71	2021	05	06	he	tr	RF	RF	SO		8,808814	53,072203
266	06.05.2021	14:00	Do	5		Bremen	Hamburger Straße	0	0	1	2	0							3	7		64					81	71	2021	05	06	he	tr	FG	RF	SO		8,837213	53,069982
267	06.05.2021	16:40	Do	5		Bremen	Gladbecker Straße	0	0	0	2	1							5	5		49					71	21	2021	05	06	he	tr	RF	PKW	RV		8,918438	53,074992
268	06.05.2021	20:20	Do	5		Bremen	Hans-Bredow-Straße	0	0	0	2	5	5		3				5	3		37		49			21	72	2021	05	06	dä	tr	PKW	RF	EK		8,957346	53,047255
269	06.05.2021	20:53	Do	5		Bremen	Westerstraße	0	0	1	2	6							3	4		64		10			81	71	2021	05	06	he	tr	FG	RF	ÜS		8,795818	53,073951
270	07.05.2021	12:50	Fr	5		Bremen	Ludwig-Roselius-Allee	0	0	1	2	5	3						3	3		37					21	71	2021	05	07	he	tr	PKW	RF	EK		8,923910	53,073085
271	07.05.2021	14:00	Fr	5		Bremen	Gisela-Müller-Wolff-Straße	0	0	1	1	0			9				3	7		49					71		2021	05	07	he	tr	RF	-	SO		8,730430	53,091419
272	09.05.2021	00:00	So	5		Bremen	Turnerstraße	0	0	1	2	1							3	5		49					71	21	2021	05	09	du	na	RF	PKW	RV		8,565977	53,203330
273	09.05.2021	10:45	So	5		Bremen	Waller Straße	0	0	1	2	3							3	6		49					71	71	2021	05	09	he	tr	RF	RF	LV		8,781938	53,153462
274	09.05.2021	17:40	So	2	6	Bremen	Neuenlander Straße	0	0	0	2	5	3						5	3		37					11	71	2021	05	09	he	tr	KRD	RF	EK		8,816168	53,049361
275	09.05.2021	18:47	So	5		Bremen	Auf der Hohwisch	0	0	0	1	0	1						5	1		49					71		2021	05	09	he	tr	RF	-	F		8,854637	53,066956
276	10.05.2021	07:35	Mo	5		Bremen	Rudolf-Breitscheid-Straße	0	0	1	2	5	1						3	3		27					71	21	2021	05	10	he	tr	RF	PKW	EK		8,566267	53,187716
277	10.05.2021	11:20	Mo	5		Bremen	Hans-Bredow-Straße	0	0	0	2	2							5	6		14					72	21	2021	05	10	he	tr	RF	PKW	LV		8,959280	53,047011
278	10.05.2021	11:40	Mo	5		Bremen	Borgfelder Heerstraße	0	0	1	2	3	3						3	6		36					21	71	2021	05	10	he	tr	PKW	RF	LV		8,902439	53,127418
279	10.05.2021	13:50	Mo	5		Bremen	Domshof	0	0	2	2	5							3	3		31					71	71	2021	05	10	he	tr	RF	RF	EK		8,809787	53,076401
280	10.05.2021	17:45	Mo	5		Bremen	Sebaldsbrücker Heerstraße	0	0	0	2	5							5	3		31					71	21	2021	05	10	he	tr	RF	PKW	EK		8,892434	53,060647
281	10.05.2021	18:30	Mo	5		Bremen	Donaustraße	0	0	0	2	1							5	5		49					71	21	2021	05	10	he	tr	RF	PKW	RV		8,791774	53,069304
282	11.05.2021	09:10	Di	5		Bremen	Bauernstraße	0	0	1	2	3							3	6		11	34			73	21	71	2021	05	11	he	na	PKW	RF	LV		8,821814	53,072980
283	11.05.2021	09:55	Di	5		Bremen	Bürgermeister-Smidt-Straße	0	0	1	2	5						8	3	3		31				73	21	71	2021	05	11	he	na	PKW	RF	EK		8,807440	53,082253
284	11.05.2021	13:05	Di	5		Bremen	Bürgermeister-Smidt-Straße	0	0	1	2	3							3	6		22					71	71	2021	05	11	he	tr	RF	RF	LV		8,806478	53,081748
285	12.05.2021	07:30	Mi	5		Bremen	Friedrich-Ebert-Straße	0	0	1	2	5	2					8	3	3		34					21	71	2021	05	12	he	tr	PKW	RF	EK		8,804118	53,072396
286	12.05.2021	08:00	Mi	5		Bremen	Carl-Hurtzig-Straße	0	0	2	2	4							3	6		10					71	71	2021	05	12	he	tr	RF	RF	LV		8,738057	53,054886
287	12.05.2021	11:25	Mi	5		Bremen	Hemelinger Heerstraße	0	0	0	2	5							5	3		37					21	71	2021	05	12	he	tr	PKW	RF	EK		8,894757	53,046062
288	12.05.2021	14:55	Mi	5		Bremen	Wartburgstraße	0	0	1	2	5	1					8	3	2		34					21	71	2021	05	12	he	tr	PKW	RF	AB		8,791047	53,091627
289	12.05.2021	16:00	Mi	5		Bremen	Alter Postweg	0	0	0	2	1							5	5		49					92	71	2021	05	12	he	tr	SOF	RF	RV		8,872527	53,063955
290	13.05.2021	10:30	Do	5		Bremen	Bürgerweide	0	0	0	3	0							5	7		49					21	71	2021	05	13	he	tr	PKW	RF	SO		8,815412	53,086190
291	13.05.2021	14:10	Do	5		Bremen	Semmelweisstraße	0	0	1	2	1	3						3	5		49	6				71	21	2021	05	13	he	tr	RF	PKW	RV		8,890192	53,062431
292	13.05.2021	15:15	Do	5		Bremen	Wardamm	0	0	0	2	1							5	7		49					71	21	2021	05	13	he	tr	RF	PKW	SO		8,747718	53,063258
293	13.05.2021	15:45	Do	5		Bremen	Konsul-Smidt-Straße	0	0	1	1	0							3	1		49					71		2021	05	13	he	tr	RF	-	F		8,760059	53,098061
294	13.05.2021	16:10	Do	5		Bremen	Mahndorfer Deich	0	1	0	1	0							2	7		49					72		2021	05	13	he	tr	RF	-	SO		8,939073	53,036581
295	13.05.2021	19:04	Do	5		Bremen	Unter den Eichen	0	0	1	2	5	1						3	3		27					71	21	2021	05	13	he	tr	RF	PKW	EK		8,862638	53,092424
296	14.05.2021	08:19	Fr	5		Bremen	Waller Heerstraße	0	0	1	2	5	2						3	2		34					21	72	2021	05	14	he	tr	PKW	RF	AB		8,787571	53,099580
297	14.05.2021	17:00	Fr	5		Bremen	Auf dem Grünen	0	0	0	2	0							5	7		49					71	21	2021	05	14	he	tr	RF	PKW	SO		8,758718	53,082852
298	14.05.2021	18:40	Fr	5		Bremen	Woltmershauser Straße	0	0	0	2	3							5	3		49					92	71	2021	05	14	he	tr	SOF	RF	EK		8,776123	53,079589
299	15.05.2021	11:15	Sa	5		Bremen	Thedinghauser Straße	0	0	0	3	0							5	3		35					71	71	2021	05	15	he	tr	RF	RF	EK		8,792120	53,064664
300	15.05.2021	11:20	Sa	5		Bremen	Friedrichsdorfer Straße	0	0	0	2	1							5	5		25					71	21	2021	05	15	he	tr	RF	PKW	RV		8,636922	53,168646
301	15.05.2021	13:00	Sa	5		Bremen	Barkhausenstraße	0	0	1	2	8							3	3		49					21	71	2021	05	15	he	tr	PKW	RF	EK		8,766896	53,071214
302	15.05.2021	16:28	Sa	5		Bremen	Salvador-Allende-Straße	0	0	1	1	0	3						3	7		49				73	71		2021	05	15	he	na	RF	-	SO		8,818094	53,075764
303	16.05.2021	14:45	So	5		Bremen	Fabrikweg	0	0	1	2	6							3	4		42				73	71	81	2021	05	16	he	na	RF	FG	ÜS		8,803246	53,057143
304	16.05.2021	17:00	So	5		Bremen	Steindamm	0	0	1	2	1			0	9			3	7		45		11		73	51	71	2021	05	16	he	na	LKW	RF	SO		8,708177	53,163706
305	16.05.2021	18:40	So	5		Bremen	Am Osterholzer Deich	0	0	1	2	5	1						3	3		49		27		82	21	71	2021	05	16	he	tr	PKW	RF	EK		8,955885	53,076148
306	16.05.2021	19:00	So	5		Bremen	Neuenkirchener Weg	0	0	0	2	5							5	3		37	14	49		73	71	33	2021	05	16	he	na	RF	BUS	EK		8,566983	53,195237
307	17.05.2021	08:15	Mo	5		Bremen	Langemarckstraße	0	0	1	2	5	1		4				3	3		31	49				5	71	2021	05	17	he	tr	KRD	RF	EK		8,797292	53,076407
308	17.05.2021	12:35	Mo	5		Bremen	Hohenlohestraße	0	0	0	2	5							5	3		34					71	21	2021	05	17	he	na	RF	PKW	EK		8,820916	53,081594
309	17.05.2021	13:30	Mo	5		Bremen	Arsterdamm	0	0	1	2	5	3						3	3		28				73	21	72	2021	05	17	he	na	PKW	RF	EK		8,827324	53,042612
310	17.05.2021	14:00	Mo	5		Bremen	Sebaldsbrücker Heerstraße	0	0	1	2	5	1					8	3	2		34		49			21	71	2021	05	17	he	tr	PKW	RF	AB		8,909300	53,059551
311	17.05.2021	18:10	Mo	5		Bremen	Wischhusenstraße	0	0	1	2	5			8				3	3		28				73	21	71	2021	05	17	he	na	PKW	RF	EK		8,750106	53,125877
312	18.05.2021	07:40	Di	5		Bremen	Kornstraße	0	0	1	2	5	3						3	3		30		10			21	72	2021	05	18	he	tr	PKW	RF	EK		8,818810	53,051174
313	18.05.2021	11:10	Di	5		Bremen	Hermann-Fortmann-Straße	0	0	1	1	0							3	7		49					71		2021	05	18	he	tr	RF	-	SO		8,638113	53,173202
